"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","barcode","imagecode","preparationType","individualCount","infraspecificEpithet","typeStatus","class","order"
"139","2019-05-06 11:52:13-03","UFU","HUFU","68546","S","Plantae",NA,"Aspleniaceae","Asplenium",NA,"Asplenium",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. No córrego, na base da Cahoeira Alta.","-43.5675","-19.505556","-43.5675","-19.505556","1188","1188","2373","Erva terrestre e rupícola.; Mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059318","HUFU00059318",NA,NA,NA,NA,NA,NA
"140","2019-05-06 11:52:17-03","UFU","HUFU","69589","S","Plantae",NA,"Asteraceae",NA,NA,NA,NA,"Contro, F.L.; Marques, D.","2014","12","13","Brasil","Minas Gerais","Nova União","Serra do Cipó, Estrada para Bom Jesus do Amparo, próximo à uma plantação de bananas, ca. de 20 km do centro da cidade.","-43.537222","-19.719722","-43.537222","-19.719722",NA,NA,"1","Arbusto, ca. de 1,5 m. Brácteas involucrais verdes, corola branca, papus alvo.; Encosta de estrada.",NA,NA,NA,NA,NA,NA,NA,"HUFU00070600","HUFU00070600",NA,NA,NA,NA,NA,NA
"141","2019-05-06 11:54:33-03","UFU","HUFU","68549","S","Plantae",NA,"Blechnaceae","Blechnum",NA,"Blechnum",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima.","-43.562778","-19.516389","-43.562778","-19.516389","1136","1136","2376","Beira do córrego, sub-bosque de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059315","HUFU00059315",NA,NA,NA,NA,NA,NA
"142","2019-05-06 11:58:47-03","UFU","HUFU","68657","S","Plantae",NA,"Malpighiaceae","Byrsonima","macrophylla","Byrsonima macrophylla","Gonzaga, A.F.N.","Echternacht, L.; Bastos, T.V.","2014","06","29","Brasil","Minas Gerais","Nova União","Pedra Redonda, Alto da serra, pr#?#ximo a antena","-43.542222","-19.6225","-43.542222","-19.6225","1407","1407","2499",NA,"(Pers.) W.R.Anderson","2014","07","03",NA,NA,NA,"HUFU00014047","HUFU00014047",NA,NA,NA,NA,NA,NA
"143","2019-05-10 16:39:36-03","UFU","HUFU","68055","S","Plantae",NA,"Asteraceae","Calea","tomentosa","Calea tomentosa","Nakajima, J.N.","Echternacht, L.; Bastos, T.V.; Giuliette, A.M.; Harley, R.M.; Trovó, M.; Stützel, T.; et al.","2013","11","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima, na parte alta da Serra, a oeste do vale. Na parte de cima do córrego da Cachoeira Alta.","-43.571667","-19.505","-43.571667","-19.505","1350","1350","2369","Erva, flores do raio amarelas. Populaçao abundante no local.; Campo rupestre, vegetação herbácea.","Gardner","2019","04",NA,NA,NA,NA,"HUFU00059360","HUFU00059360",NA,NA,NA,NA,NA,NA
"144","2019-05-06 11:55:20-03","UFU","HUFU","68056","S","Plantae",NA,"Eriocaulaceae","Comanthera","bisulcata","Comanthera bisulcata","Echternacht, L.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","11","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima, na parte alta da serra, a oeste do vale. Aos pés do Cruzeiro.","-43.57","-19.500556","-43.57","-19.500556",NA,NA,"2370","População abundante localmente, em início de floração a maioria dos individuos com capítulos imaturos, sem flores, alguns poucos abertos, com flores em em ânteses.; Campo rupestre, vegetação herbácea, solo pedregoso, arenoso, quaret","(Körn.) L.R.Parra & Giul.","2013","11","17",NA,NA,NA,"HUFU00029127","HUFU00029127",NA,NA,NA,NA,NA,NA
"145","2019-05-06 11:53:04-03","UFU","HUFU","69184","S","Plantae",NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","Marques, D.","Marques, D.; Contro, F.L.","2014","12","13","Brasil","Minas Gerais","Nova União","Serra do Cipó, Estrada para Bom Jesus do Amparo, ca. 15 km da cidade próximo a um bananal.","-43.537222","-19.719722","-43.537222","-19.719722",NA,NA,"507","Arbusto, ca. 0,6 m. Brácteas involucrais verdes, flores róseas e pápus branco.; Borda de mata.","(Lam.) H.Rob.","2016","02",NA,NA,NA,NA,"HUFU00045147","HUFU00045147",NA,NA,NA,NA,NA,NA
"146","2019-05-06 11:53:04-03","UFU","HUFU","69185","S","Plantae",NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","Marques, D.","Marques, D.; Contro, F.L.","2014","12","13","Brasil","Minas Gerais","Nova União","Serra do Cipó, Estrada para Bom Jesus do Amparo, ca. 15 km da cidade próximo a um bananal.","-43.537222","-19.719722","-43.537222","-19.719722",NA,NA,"508","Arbusto, ca. 0,7 m. Brácteas involucrais verdes, corola violácea e pápus branco.; Cerrado antropizado.","(Lam.) H.Rob.","2016","02",NA,NA,NA,NA,"HUFU00045148","HUFU00045148",NA,NA,NA,NA,NA,NA
"147","2019-05-06 11:58:08-03","UFU","HUFU","68548","S","Plantae",NA,"Gleicheniaceae","Dicranopteris",NA,"Dicranopteris",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Córrego da Cachoeira do Marimbondo.","-43.5675","-19.518611","-43.5675","-19.518611","1181","1181","2375","Erva terrestre. Frondes > 1 m. compr.; Beira do córrego, sub-bosque de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059316","HUFU00059316",NA,NA,NA,NA,NA,NA
"148","2019-05-06 11:55:15-03","UFU","HUFU","68552","S","Plantae",NA,"Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Parte baixa a Cachoeira Alta.","-43.5675","-19.505556","-43.5675","-19.505556","1188","1188","2379","Plata terrestre.; Sub-bosque de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059312","HUFU00059312",NA,NA,NA,NA,NA,NA
"149","2019-05-06 11:55:15-03","UFU","HUFU","68555","S","Plantae",NA,"Dryopteridaceae","Elaphoglossum",NA,"Elaphoglossum",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima.","-43.565","-19.519444","-43.565","-19.519444","1138","1138","2382","Terrestre.; Sub-bosque de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059309","HUFU00059309",NA,NA,NA,NA,NA,NA
"150","2019-05-06 11:55:19-03","UFU","HUFU","68043","S","Plantae",NA,"Ericaceae",NA,NA,NA,NA,"Echternacht, L.; Bastos, T.V.; Giuliette-Harley, A.M.; Harley, R.M.; Trovó, M.; Stützel, T.; et a","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima. Trilha no fundo do vale, para a Lagoa Dourada. Alto da Serra.","-43.572778","-19.488056","-43.572778","-19.488056","1456","1456","2357","Arbusto, cerca de 1m de altura, corola verde-amarelada.; Campo Rupestre, vegetação herbácea rala, solo pedregoso, quartzoso.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059298","HUFU00059298",NA,NA,NA,NA,NA,NA
"151","2019-05-06 11:55:23-03","UFU","HUFU","67569","S","Plantae",NA,"Eriocaulaceae","Eriocaulon","elichrysoides","Eriocaulon elichrysoides","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.554722","-19.510833","-43.554722","-19.510833","1380","1380","2331","Erva em brejo. População abundante localmente.; Campo limpo. Formação quartzosa. Vegetação herbácea. Solo encharcado, rico em matéria orgânica.","Bong.","2013","08","11",NA,NA,NA,"HUFU00029313","HUFU00029313",NA,NA,NA,NA,NA,NA
"152","2019-05-06 11:58:16-03","UFU","HUFU","68054","S","Plantae",NA,"Lamiaceae","Eriope","arenaria","Eriope arenaria","Harley, R.M.","Echternacht, L.; Bastos, T.V.; Giuliette-Harley, A.M.; Harley, R.M.; Trovó, M.; Stützel, T.; et a","2013","11","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima, na parte alta da Serra, a oeste do vale. Na parte de cima do córrego da Cachoeira Alta.","-43.571667","-19.505","-43.571667","-19.505","1350","1350","2368","Vegetação herbáceo-arbustiva. Erva, corola lilás.; Campo rupestre, na borda do córrego, solo quartzoso.","Harley","2013","11","17",NA,NA,NA,"HUFU00059296","HUFU00059296",NA,NA,NA,NA,NA,NA
"153","2019-05-06 11:51:54-03","UFU","HUFU","68556","S","Plantae",NA,"Annonaceae","Guatteria",NA,"Guatteria",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Córrego da Cachoeira do Marimbondo.","-43.5675","-19.518611","-43.5675","-19.518611","1181","1181","2383","árvore. Tépalas verdes, estames amarelos.; Mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059308","HUFU00059308",NA,NA,NA,NA,NA,NA
"154","2019-11-28 15:44:41-03","UFU","HUFU","68048","S","Plantae",NA,"Amaryllidaceae","Hippeastrum","cipoanum","Hippeastrum cipoanum","Campos-Rocha, A.","Echternacht, L.; Bastos, T.V.; Giuliette-Harley, A.M.; Harley, R.M.; Trovó, M.; Stützel, T.; et a","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima. Trilha no fundo do vale, para a Lagoa Dourada. Alto da Serra.","-43.572778","-19.488056","-43.572778","-19.488056","1456","1456","2362","Tépalas vermelhas, anteras amarelas, estames didínamos, bulbo branco.; Campo rupestre, vegetação herbácea rala, solo turfoso, quartzoso. Indivíduos isolados em beira do lago.","(Ravenna) Meerow","2019","09","17",NA,NA,NA,"HUFU00059297","HUFU00059297",NA,NA,NA,NA,NA,NA
"155","2019-05-06 11:53:24-03","UFU","HUFU","67571","S","Plantae",NA,"Asteraceae","Inulopsis",NA,"Inulopsis",NA,"Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.551944","-19.5075","-43.551944","-19.5075","1438","1438","2327","População abundante localmente, no que parece ser o auge da floração. Pétalas do raio brancas. Brácteas verdes.; Campo rupestre quartzoso. Vegetação herbáceo-arbustiva.",NA,"2013","08","11",NA,NA,NA,"HUFU00059361","HUFU00059361",NA,NA,NA,NA,NA,NA
"156","2019-05-06 11:58:09-03","UFU","HUFU","69186","S","Plantae",NA,"Iridaceae",NA,NA,NA,NA,"Marques, D.; Contro, F.L.","2014","12","13","Brasil","Minas Gerais","Nova União","Serra do Cipó, Estrada para Bom Jesus do Amparo, ca. 15 km da cidade próximo a um bananal.","-43.537222","-19.719722","-43.537222","-19.719722",NA,NA,"509","Erva, ca. 0,3 m. Tépalas amarelas e anteras negras.; Cerrado antropizado.",NA,NA,NA,NA,NA,NA,NA,"HUFU00030320","HUFU00030320",NA,NA,NA,NA,NA,NA
"157","2019-05-06 11:55:23-03","UFU","HUFU","67580","S","Plantae",NA,"Eriocaulaceae","Leiothrix",NA,"Leiothrix","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.551944","-19.5075","-43.551944","-19.5075","1438","1438","2329","Campo rupestre quartzoso. Vegetação herbáceo-arbustiva, aberta. Solo pedregoso, arenoso.",NA,"2013","08","11",NA,NA,NA,"HUFU00029445","HUFU00029445",NA,NA,NA,NA,NA,NA
"158","2019-05-06 11:55:23-03","UFU","HUFU","68659","S","Plantae",NA,"Eriocaulaceae","Leiothrix",NA,"Leiothrix",NA,"Echternacht, L.; et al.","2014","06","29","Brasil","Minas Gerais","Nova União","Pedra Redonda, No alto da Serra, próximo à antena no entorno da mineiração de quartzo.","-43.541111","-19.624722","-43.541111","-19.624722","1375","1375","2501","Erva terrestre. dezenas de escapos por indivíduo, ca. de 5-80 cm de comprimento retorcidos.; Campo rupestre com forte influência de Mata Atlântica. Solo quartzoso, úmido, escuro, orgânico. Vegetação predominante arebustivo-arbórea.",NA,NA,NA,NA,NA,NA,NA,"HUFU00029459","HUFU00029459",NA,NA,NA,NA,NA,NA
"159","2019-05-06 11:55:23-03","UFU","HUFU","68050","S","Plantae",NA,"Eriocaulaceae","Leiothrix","fluitans","Leiothrix fluitans","Giulietti, A.M.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","06","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima. Trilha no fundo do vale, para o Cruzeiro no alto da Serra, a oeste do vale. Parte de cima so córrego da Cachoeira Alta.","-43.571667","-19.505","-43.571667","-19.505","1350","1350","2364","População em final de floração. Indivíduos fixos nas rochas no leito do córrego. Capítulos brotando.; Campo rupestre.","(Mart.) Ruhland","2013","11","17",NA,NA,NA,"HUFU00029431","HUFU00029431",NA,NA,NA,NA,NA,NA
"160","2019-05-06 11:55:23-03","UFU","HUFU","68053","S","Plantae",NA,"Eriocaulaceae","Leiothrix","graminea","Leiothrix graminea","Giulietti, A.M.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","11","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima, na parte alta da serra, oeste do vale. Trilha entre o Cruzeiro e a parte de cima do córrego da Cachoeira Alta.","-43.570556","-19.5025","-43.570556","-19.5025","1360","1360","2367","Vegetação herbácea rala, solo pedregoso, quartzoso.; Campo rupestre.","(Bong.) Ruhland","2013","11","17",NA,NA,NA,"HUFU00029435","HUFU00029435",NA,NA,NA,NA,NA,NA
"161","2019-05-06 11:55:23-03","UFU","HUFU","68051","S","Plantae",NA,"Eriocaulaceae","Leiothrix","spergula","Leiothrix spergula","Giulietti, A.M.","Echternacht, L.; et al.","2013","11","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima, na parte alta da Serra, a oeste do vale. Trilha entre o cruzeiro e a parte de cima do córrego sa Cachoeira Alta.","-43.570556","-19.5025","-43.570556","-19.5025","1360","1360","2365","Herbácea rala.; Campo rupestre. Solo pedregoso, quartzoso. População pontual.","Ruhland","2013","09","17",NA,NA,NA,"HUFU00029453","HUFU00029453",NA,NA,NA,NA,NA,NA
"162","2019-05-06 11:55:23-03","UFU","HUFU","68052","S","Plantae",NA,"Eriocaulaceae","Leiothrix","vivipara","Leiothrix vivipara","Giulietti, A.M.","Echternacht, L.; et al.","2013","11","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima, na parte alta da Serra, a oeste do vale. Na parte de cima do córrego da Cachoeira Alta.","-43.571667","-19.505","-43.571667","-19.505","1350","1350","2366","Campo rupstre, na borda do córrego, vegetação herbáceo arbustiva, solo quartzoso.","(Bong.) Ruhland","2013","11","17",NA,NA,NA,"HUFU00029457","HUFU00029457",NA,NA,NA,NA,NA,NA
"163","2019-05-06 11:53:38-03","UFU","HUFU","68045","S","Plantae",NA,"Asteraceae","Lychnophora",NA,"Lychnophora",NA,"Echternacht, L.; Bastos, T.V.; Giuliette, A.M.; Harley, R.M.; Trovó, M.; Stützel, T.; et al.","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima, na parte alta da Serra, a oeste do vale. Trilha no fundo do vale, para a Lagoa Dourada. Alto da Serra.","-43.566667","-19.492778","-43.566667","-19.492778","2359","2359","2359","Arbusto, ca. 1,5m de altura, colora roxa.; Campo rupestre, vegetação herbácea.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059362","HUFU00059362",NA,NA,NA,NA,NA,NA
"164","2019-05-06 11:58:31-03","UFU","HUFU","71962","S","Plantae",NA,"Lycopodiaceae","Lycopodium",NA,"Lycopodium",NA,"Echternacht, L.; Bastos, T.V.; Stützel, T.; Giulietti, A.M.; Harley, R.M.; Tissot-Squalli, M. & A","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira Mutuca de Coma, Trilha no fundo do vale para a Lagoa Dourada.","-43.569444","-19.491389","-43.569444","-19.491389","1439","1439","2360","Coordenadas SAD69; Campo rupestre, vegetação herbáceio-arbustiva, solo turfoso, quartzoso. Abundante localmente em beira de córrego.",NA,NA,NA,NA,NA,NA,NA,"HUFU00054691","HUFU00054691",NA,NA,NA,NA,NA,NA
"165","2019-05-06 11:53:45-03","UFU","HUFU","68661","S","Plantae",NA,"Asteraceae","Mikania","hirsutissima","Mikania hirsutissima","Oliveira, C.T.","Echternacht, L.; Bastos, T.V.","2014","04","29","Brasil","Minas Gerais","Nova União","Pedra Redonda, No alto da serra, próximo à antena, no entorno da mineração de quartzo.","-43.541111","-19.624722","-43.541111","-19.624722","1375","1375","2503","Trepadeira em borda de floresta de altitude. Folhas jovens carnosas com as margens avermelhadas.; Campo rupestre com forte influência da mata atlântica.","DC.","2014","07","03",NA,NA,NA,"HUFU00048156","HUFU00048156",NA,NA,NA,NA,NA,NA
"166","2019-05-06 11:53:46-03","UFU","HUFU","73328","S","Plantae",NA,"Asteraceae","Mikania","obtusata","Mikania obtusata","Oliveira, C.T.","Siniscalchi, C.M.; Fardin, F. & Loeuille, B.F.P.","2014","03","09","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.574444","-19.511944","-43.574444","-19.511944","1306","1306","433","Arbusto ereto, ramificado na base, ca. 1 m alt. caule vináceo, folhas glaucas. Inflorescências jovens vináceas, flores alvas. Flores odoríferas.; Campo rupestre.","DC.","2014","03",NA,NA,NA,NA,"HUFU00070081",NA,NA,NA,NA,NA,NA,NA
"167","2019-05-06 11:53:46-03","UFU","HUFU","73327","S","Plantae",NA,"Asteraceae","Mikania","purpurascens","Mikania purpurascens","Oliveira, C.T.","Siniscalchi, C.M.; Fardin, F. & Loeuille, B.F.P.","2014","03","08","Brasil","Minas Gerais","Nova União","Serra do Cipó, Distrito de Altamira, trilhas partindo do final do vale em direção ao alto da serra, passando por mata e campos rupestres.","-43.572778","-19.516944","-43.572778","-19.516944","1347","1347","432","Arbusto ereto, pouco ramificado, ca. 1m alt. Folhas discolores, face abaxial alvescente, capítulos alvos.; Campo rupestre.","(Baker) R.M.King & H.Rob.","2014","03",NA,NA,NA,NA,"HUFU00070082",NA,NA,NA,NA,NA,NA,NA
"168","2019-05-06 12:01:28-03","UFU","HUFU","68557","S","Plantae",NA,"Piperaceae","Ottonia",NA,"Ottonia",NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Córrego da Cachoeira do Marimbondo.","-43.5675","-19.518611","-43.5675","-19.518611","1181","1181","2384","Arbusto.; Sub-bosque de Floresta Estacional.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059307","HUFU00059307",NA,NA,NA,NA,NA,NA
"169","2019-05-06 11:55:23-03","UFU","HUFU","68049","S","Plantae",NA,"Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,"Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M.; Stützel, M.; et a","2013","11","17","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de Cima. Trilha do fundo do Vale, para o Cruzeiro no alto da Serra, a oeste do vale.","-43.57","-19.500556","-43.57","-19.500556","1370","1370","2363","vegetação herbácea rala, solo pedregoso, quartzoso. População abundante localmente, em final de floração.; Campo Rupestre",NA,NA,NA,NA,NA,NA,NA,"HUFU00060692","HUFU00060692",NA,NA,NA,NA,NA,NA
"170","2019-05-06 11:55:23-03","UFU","HUFU","68656","S","Plantae",NA,"Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,"Echternacht, L.; Bastos, T.V.","2014","06","29","Brasil","Minas Gerais","Nova União","Pedra Redonda, No alto da Serra, próximo à antena, no entorno da mineiração de quartzo.","-43.542222","-19.6225","-43.542222","-19.6225","1407","1407","2498","Erva terrestre, população abundante localmente. Rizoma ramificado, com rosetas basais ou caule aéreo alongado. Brpacteas escuras, ultrapassando as flores.; campo Rupestre com forte influência de Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,"HUFU00060695","HUFU00060695",NA,NA,NA,NA,NA,NA
"171","2019-05-06 11:55:27-03","UFU","HUFU","67579","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","distichophyllus","Paepalanthus distichophyllus","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.554722","-19.510833","-43.554722","-19.510833","1380","1380","2320","População abundante em beira de córrego.; Campo rupestre de formação quartzoza. Vegetação predominantemente herbácea. Planta coletada em borda de córrego.","Mart.","2013","08","11",NA,NA,NA,"HUFU00029717","HUFU00029717",NA,NA,NA,NA,NA,NA
"172","2019-05-06 11:55:27-03","UFU","HUFU","67577","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","erectifolius","Paepalanthus erectifolius","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas, na parte mais alta da trilha antes de virar a serra.","-43.551944","-19.5075","-43.551944","-19.5075","1438","1438","2324","Individuo seco. População composta por indivíduos espaçados, no final do periodo reprodutivo.; Campo rupestre de formação quartzoza. Vegetação herbácea-arbustiva. Solo pedregoso, seco.","Silveira","2013","08","11",NA,NA,NA,"HUFU00029750","HUFU00029750",NA,NA,NA,NA,NA,NA
"173","2019-05-06 11:55:27-03","UFU","HUFU","67578","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","nigrescens","Paepalanthus nigrescens","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas, na parte mais alta da trilha antes de virar a serra.","-43.554722","-19.510833","-43.554722","-19.510833","1380","1380","2321","População abundante localmente.; Campo rupestre de formação quartzoza. Solo pedregoso, arenoso, seco.","Silveira","2013","08","11",NA,NA,NA,"HUFU00029219","HUFU00029219",NA,NA,NA,NA,NA,NA
"174","2019-05-06 11:55:28-03","UFU","HUFU","68660","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","planifolius","Paepalanthus planifolius","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2014","04","29","Brasil","Minas Gerais","Nova União","Pedra Redonda, No alto da serra, próximo á antena, no entorno da mineração de quartzo.","-43.541111","-19.624722","-43.541111","-19.624722",NA,NA,"2502","Vegetação predominantemente arbustivo-arbórea. Erva terrestre em beira de estrada.; Campo rupestre com forte influências de Mata Atlântica. Solo quatzoso, úmido, escuro, orgânico.","(Bong.) Körn.","2014","04","29",NA,NA,NA,"HUFU00029202","HUFU00029202",NA,NA,NA,NA,NA,NA
"175","2019-05-06 11:55:28-03","UFU","HUFU","67576","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","superbus","Paepalanthus superbus","Echternacht, L.","Echternacht, L.; Bastos, T.V.","2013","08","11","Brasil","Minas Gerais","Nova União","Altamira, Na vertente leste do vale de Altamira, no inicio da trilha para a cachoeira Braúnas.","-43.551944","-19.5075","-43.551944","-19.5075","1438","1438","2328","População abundante localmente. Plantas com o caule alongado a curto.; Campo rupestre quartzoso. Vegetação herbáceo-arbustiva. Solo pedregoso, arenoso.","Ruhland","2013","08","11",NA,NA,NA,"HUFU00029257","HUFU00029257",NA,NA,NA,NA,NA,NA
"176","2019-05-06 11:55:28-03","UFU","HUFU","68057","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","superbus","Paepalanthus superbus","Echternacht, L.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima. Trilha no fundo do vale, para a lagoa Dourada. Alto da serra.","-43.569444","-19.491389","-43.569444","-19.491389",NA,NA,"2352","População com individuos relativamente grandes.; Campo rupestre, campo limpo, vegetação rala, solo pedregoso, quartzoso. Em beira de córrego.","Ruhland","2013","11","16",NA,NA,NA,"HUFU00029256","HUFU00029256",NA,NA,NA,NA,NA,NA
"177","2019-05-06 11:55:28-03","UFU","HUFU","68039","S","Plantae",NA,"Eriocaulaceae","Paepalanthus","superbus","Paepalanthus superbus","Echternacht, L.","Echternacht, L.; Bastos, T.V.; Giulietti-Harley, A.M.; Harley, R.M.; Trovó, M. & Stutzel, M.","2013","11","16","Brasil","Minas Gerais","Nova União","Altamira, Mutuca de cima. Trilha no fundo do vale, para a lagoa Dourada. Alto da serra.","-43.569444","-2.559167","-43.569444","-2.559167",NA,NA,"2353","População com individuos relativamente pequenos.; Campo rupestre, campo limpo, vegetação rala, solo pedregoso, quartzoso.","Ruhland","2013","11","16",NA,NA,NA,"HUFU00029255","HUFU00029255",NA,NA,NA,NA,NA,NA
"178","2019-05-06 12:00:19-03","UFU","HUFU","68658","S","Plantae",NA,"Melastomataceae","Pleroma","aemula","Pleroma aemula",NA,"Echternacht, L.; Bastos, T.V.","2014","06","29","Brasil","Minas Gerais","Nova União","Pedra Redonda, No alto da Serra, próximo à antena, no entorno da mineração de quartzo.","-43.541111","-19.624722","-43.541111","-19.624722","1375","1375","2500","Arbusto, ca. 1m de altura, na beira da estrada. Folhas crassas, híspidas, brácteas rosas, pétalas roxa, anteras roxas, estilete rosa caule rosado. Brácteas basais da inflorescencia rosas na base e verdes, mais pilosas, no ápice.; Ca","P.J.F.Guim. & Oliveira & R.Romero",NA,NA,NA,NA,NA,NA,"HUFU00066322","HUFU00066322",NA,NA,NA,NA,NA,NA
"179","2019-05-06 12:01:31-03","UFU","HUFU","71712","S","Plantae",NA,"Poaceae",NA,NA,NA,NA,"Echternacht, L.","2014","02","08","Brasil","Minas Gerais","Nova União","Altamira, No caminho para a parte alta da Cachoeira do Marimbondo.","-43.569167","-19.517778","-43.569167","-19.517778","1253","1253","2386","Bambu em floresta estacional de encosta.",NA,NA,NA,NA,NA,NA,NA,"HUFU00037808","HUFU00037808",NA,NA,NA,NA,NA,NA
"180","2019-05-06 12:01:54-03","UFU","HUFU","68545","S","Plantae",NA,"Polypodiaceae",NA,NA,NA,NA,"Echternacht, L.","2014","01","25","Brasil","Minas Gerais","Nova União","Altamira, Vale de Altamira, Região de Floresta Atlântica, localidade de Mutuca de cima. Parte baixa do rio da Cachoeira do Marimbondo.","-43.565","-19.519444","-43.565","-19.519444","1138","1138","2372","Erva epífita em caule de Cyatheaceae. Soros verdes a amarelados.; Em sub-bosque de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"HUFU00059319","HUFU00059319",NA,NA,NA,NA,NA,NA
