"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","order","class","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"1191","2016-09-19 15:34:34-03","UnB","UB","164945","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2628","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.4675","-19.243333","-43.4675","-19.243333",NA,"1016","1016",NA,"Associado a Meiothecium; Tronco morto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1192","2016-09-19 15:34:34-03","UnB","UB","164946","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2629","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.4675","-19.243333","-43.4675","-19.243333",NA,"1016","1016",NA,"Base tronco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1193","2016-09-19 15:34:34-03","UnB","UB","164947","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2630","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Bica Nossa Sra. Aparecida","-43.463889","-19.240556","-43.463889","-19.240556",NA,"974","974",NA,"Na bica",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1194","2016-09-19 15:34:34-03","UnB","UB","164952","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2637","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Bica Nossa Sra. Aparecida","-43.463889","-19.240556","-43.463889","-19.240556",NA,"974","974",NA,"Associado a Bryum; Pedra",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1195","2016-09-19 15:34:34-03","UnB","UB","164953","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2638","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Bica Nossa Sra. Aparecida","-43.463889","-19.240556","-43.463889","-19.240556",NA,"974","974",NA,"Pedra",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1196","2016-09-19 15:34:34-03","UnB","UB","164956","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2641","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Bica Nossa Sra. Aparecida","-43.463889","-19.240556","-43.463889","-19.240556",NA,"974","974",NA,"Na bica",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1197","2016-09-19 15:34:34-03","UnB","UB","164968","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2653","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Pedra",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1198","2016-09-19 15:34:34-03","UnB","UB","164969","S","Plantae","Bryophyta","Sematophyllaceae","Acroporium","caespitosum","Acroporium caespitosum","(Hedw.) W.R. Buck","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2654","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Pedra beira da nascente",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1199","2017-03-27 17:41:03-03","UnB","UB","164927","S","Plantae","Bryophyta","Bryaceae","Bryum",NA,"Bryum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2609","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Morro do Pilar","-43.401111","-19.223889","-43.401111","-19.223889",NA,"1200","1200",NA,"Barranco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1200","2017-03-27 17:41:03-03","UnB","UB","164931","S","Plantae","Bryophyta","Bryaceae","Bryum",NA,"Bryum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2613","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Morro do Pilar","-43.401111","-19.223889","-43.401111","-19.223889",NA,"1200","1200",NA,"Barranco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1201","2017-03-27 17:41:03-03","UnB","UB","164934","S","Plantae","Bryophyta","Bryaceae","Bryum",NA,"Bryum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2616","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Morro do Pilar","-43.401111","-19.223889","-43.401111","-19.223889",NA,"1200","1200",NA,"Rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1202","2017-03-27 17:41:03-03","UnB","UB","164942","S","Plantae","Bryophyta","Bryaceae","Bryum",NA,"Bryum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2625","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.4675","-19.243333","-43.4675","-19.243333",NA,"1016","1016",NA,"Beira da estrada, solo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1203","2017-03-27 17:41:03-03","UnB","UB","164962","S","Plantae","Bryophyta","Bryaceae","Bryum",NA,"Bryum",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2647","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Bica Nossa Sra. Aparecida","-43.463889","-19.240556","-43.463889","-19.240556",NA,"974","974",NA,"Bica",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1204","2016-09-19 15:31:38-03","UnB","UB","164917","S","Plantae","Bryophyta","Bryaceae","Bryum","densifolium","Bryum densifolium","Brid.","Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2599","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Morro do Pilar","-43.401111","-19.223889","-43.401111","-19.223889",NA,"1200","1200",NA,"Barranco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1205","2019-09-09 08:11:19-03","UnB","UB",NA,"S","Plantae","Dicotyledoneae","Scrophulariaceae","Buddleja","stachyoides","Buddleja stachyoides","Cham. & Schltdl.","Antar, GM","2018","09",NA,"Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6251","2016","07","11","Brasil","Minas Gerais","Morro do Pilar","Margem da rodovia MG-010 entre Conceição do Mato Dentro e o trevo para Morro do Pilar, próximo ao trevo","-43.499722","-19.2075","-43.499722","-19.2075",NA,"1309","1309",NA,"Erva com flores amarelas pálidas; Pequeno capão de mato",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1206","2017-03-27 17:41:09-03","UnB","UB","164926","S","Plantae","Bryophyta","Calymperaceae","Calymperes",NA,"Calymperes",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2608","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Morro do Pilar","-43.401111","-19.223889","-43.401111","-19.223889",NA,"1200","1200",NA,"Solo, campo rupestre",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1207","2017-03-27 17:41:33-03","UnB","UB","177491","S","Plantae","Bryophyta","Leucobryaceae","Campylopus",NA,"Campylopus",NA,"Sousa, RV","2013","09","04","Gonzaga, RMO; Amorim, PRF; Souza, RV; Câmara, PEAS","127","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Campo de Vellozia gigante.","-43.51","-19.246667","-43.51","-19.246667",NA,"1246","1246",NA,"Rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1208","2016-09-19 15:33:00-03","UnB","UB","164922","S","Plantae","Bryophyta","Leucobryaceae","Campylopus","pilifer","Campylopus pilifer","Brid.","Faria, ALA","2013",NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2604","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Morro do Pilar","-43.401111","-19.223889","-43.401111","-19.223889",NA,"1200","1200",NA,"Pedra",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1209","2016-09-19 15:33:00-03","UnB","UB","165000","S","Plantae","Bryophyta","Leucobryaceae","Campylopus","pilifer","Campylopus pilifer","Brid.","Faria, ALA","2013",NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2686","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1210","2017-03-27 17:51:50-03","UnB","UB","169380","S","Plantae","Lichen","Parmeliaceae","Canoparmelia",NA,"Canoparmelia",NA,"Martins, DS","2011","07","26","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Faria, JEQ; Carvalho, AM","285","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251; estrada de terra. Bica da Nossa Senhora Aparecida","-43.464056","-19.240611","-43.464056","-19.240611",NA,"976","976",NA,"Mata Atlântica. Área muito poluída, com presença humana constante e muito lixo. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1211","2016-09-19 16:22:57-03","UnB","UB","173878","S","Plantae","Marchantiophyta","Lejeuneaceae","Cheilolejeunea","unciloba","Cheilolejeunea unciloba","(Lindenb.) Malombe","Bastos, C","2012","01","18","Costa, DP","5263","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251 para município de Morro do Pilar.","-43.484722","-19.223889","-43.484722","-19.223889",NA,"1200","1200",NA,"Sobre ramo de arbusto na beira da estrada",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1212","2017-03-27 17:51:43-03","UnB","UB","169350","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","257","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó. Estrada para Morro do Pilar; entroncamento da estrada para Conceição do Mato Dentro. Km 01 da MG-010","-43.491667","-19.219611","-43.491667","-19.219611",NA,"1282","1282",NA,"Cerrado rupestre; ambiente úmido e frio. Sobre barranco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1213","2017-03-27 17:51:43-03","UnB","UB","169351","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","258","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó. Estrada para Morro do Pilar; entroncamento da estrada para Conceição do Mato Dentro. Km 01 da MG-010","-43.491667","-19.219611","-43.491667","-19.219611",NA,"1282","1282",NA,"Cerrado rupestre; ambiente úmido e frio. Sobre barranco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1214","2017-03-27 17:51:43-03","UnB","UB","169353","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","260","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","Proximidades da MG 232, antes do entrocamento para Morro do Pilar e Conceição do Mato Dentro; Fazenda Palmital","-43.487","-19.217778","-43.487","-19.217778",NA,"1237","1237",NA,"Mata Atlântica; ambiente sombreado, úmido e frio. Sobre barranco/solo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1215","2017-03-27 17:51:43-03","UnB","UB","169354","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","261","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","Proximidades da MG 232, antes do entrocamento para Morro do Pilar e Conceição do Mato Dentro; Fazenda Palmital","-43.487","-19.217778","-43.487","-19.217778",NA,"1237","1237",NA,"Mata Atlântica; ambiente sombreado, úmido e frio. Sobre barranco/solo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1216","2017-03-27 17:51:43-03","UnB","UB","169358","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","262","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","Proximidades da MG 232, antes do entrocamento para Morro do Pilar e Conceição do Mato Dentro; Fazenda Palmital","-43.490861","-19.215722","-43.490861","-19.215722",NA,"1267","1267",NA,"Mata Atlântica; ambiente sombreado, úmido e frio. Sobre barranco/solo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1217","2017-03-27 17:51:43-03","UnB","UB","169359","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","263","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","Proximidades da MG 232, antes do entrocamento para Morro do Pilar e Conceição do Mato Dentro; Fazenda Palmital","-43.490861","-19.215722","-43.490861","-19.215722",NA,"1267","1267",NA,"Mata Atlântica; ambiente sombreado, úmido e frio. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1218","2017-03-27 17:51:43-03","UnB","UB","169383","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","26","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Faria, JEQ; Carvalho, AM","288","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251 Estrada para Morro do Pilar","-43.456417","-19.241917","-43.456417","-19.241917",NA,"937","937",NA,"Cerrado rupestre, na beira da estrada de terra. Afloramentos rochosos presentes. Sobre rocha.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1219","2017-03-27 17:51:43-03","UnB","UB","169384","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","26","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Faria, JEQ; Carvalho, AM","289","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251 Estrada para Morro do Pilar","-43.456417","-19.241917","-43.456417","-19.241917",NA,"937","937",NA,"Cerrado rupestre, na beira da estrada de terra. Afloramentos rochosos presentes. Sobre rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1220","2017-03-27 17:51:43-03","UnB","UB","169408","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","313","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1221","2017-03-27 17:51:43-03","UnB","UB","169409","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","314","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1222","2017-03-27 17:51:44-03","UnB","UB","169412","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","317","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1223","2017-03-27 17:51:44-03","UnB","UB","169413","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","318","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1224","2017-03-27 17:51:44-03","UnB","UB","169438","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","343","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1225","2017-03-27 17:51:44-03","UnB","UB","169439","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","344","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1226","2017-03-27 17:51:44-03","UnB","UB","169440","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","345","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1227","2017-03-27 17:51:44-03","UnB","UB","169442","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","347","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1228","2017-03-27 17:51:44-03","UnB","UB","169445","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","350","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1229","2017-03-27 17:51:44-03","UnB","UB","169457","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","362","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre tronco vivo de Vellozia sp.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1230","2017-03-27 17:51:44-03","UnB","UB","169460","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","365","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1231","2017-03-27 17:51:44-03","UnB","UB","169465","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","370","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.506944","-19.217417","-43.506944","-19.217417",NA,"1309","1309",NA,"Capão em meio a um Campo Limpo sobre rochas. Borda do capão, em ambiente sombreado, frio e úmido. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1232","2017-03-27 17:51:44-03","UnB","UB","169475","S","Plantae","Lichen","Cladoniaceae","Cladonia",NA,"Cladonia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","380","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.506944","-19.217417","-43.506944","-19.217417",NA,"1309","1309",NA,"Capão em meio a um Campo Limpo sobre rochas. Borda do capão, em ambiente sombreado, frio e úmido. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1233","2017-03-27 17:51:44-03","UnB","UB","169381","S","Plantae","Lichen","Coenogoniaceae","Coenogonium",NA,"Coenogonium",NA,"Martins, DS","2011","07","26","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Faria, JEQ; Carvalho, AM","286","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251; estrada de terra. Bica da Nossa Senhora Aparecida","-43.464056","-19.240611","-43.464056","-19.240611",NA,"976","976",NA,"Mata Atlântica. Área muito poluída, com presença humana constante e muito lixo. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
