"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet"
"150","2019-10-02 15:08:45-03","UFMG","BHCB","127389","PreservedSpecimen","Plantae","Monocotyledon",NA,"Typhaceae","Typha","domingensis","Typha domingensis","Pers.","Pivari, MOD; Costa, FM; Oliveira, VB","1179","2009","02","03","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva, ca. 2,5m altura. Emergente, ca. 0,5m prof. Inflorescência masculina vermelha, frutos cremes","BHCB020195",NA,NA,"2009","02","03",NA,NA,"249","249",NA,NA
"151","2019-10-24 17:20:03-03","UFMG","BHCB","126523","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Sida","tuberculata","Sida tuberculata","R.E.Fr.","Pivari, MOD; Costa, FM; Oliveira, VB","1080","2008","10","26","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Juiz de Fora","-42.3161010742188","-19.8288993835449",NA,NA,NA,"Subarbusto, ca. 0,5m alt., anfíbio, frutos castanhos","BHCB003869",NA,NA,"2008","10","26","39343","auto","250","250",NA,NA
"152","2019-11-13 11:31:25-03","USP","SPF","224878","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus",NA,"Allophylus",NA,"Francisco, JNC","5","2013","09","13",NA,"Brasil","Minas Gerais","Bom Jesus do Galho",NA,"-42.457417","-19.722222","-42.457417","-19.722222",NA,"Arvoreta ca. 6 m alt. Corola alva; com cheiro doce. Fruto imaturo vinho.","SPF00224878",NA,NA,NA,NA,NA,NA,NA,"300","300",NA,NA
"153","2019-11-13 11:30:11-03","USP","SPF","202600","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Kerianthera","longiflora","Kerianthera longiflora","Zappi & C.T.Oliveira","Giacomin, LL; Oliveira, CT; Pivari, MO; Chaves, AV; Costa, FM","604","2009","01","27",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Próximo à Comunidade de Pingo do Rio D'água, anexo a lagoa, próximo ao Parque Estadual do Rio Doce.","-42.44625","-19.689025","-42.44625","-19.689025",NA,"DATUM:SAD 69; Árvore, ca. 15 m alt. Corola branca, cálice verde com 1 lacínio petalóide vermelho em algumas flores.; Fragmento de floresta secundária.","SPF00202600",NA,"Zappi, DC; Oliveira, CT","2011",NA,NA,NA,NA,"302","302","isotype",NA
"154","2019-11-13 11:15:29-03","USP","SPF","224921","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana",NA,"Tabernaemontana",NA,"Francisco, JNC","4","2013","09","13",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Estrada para Ipatinga. Ramal não pavimentado.","-42.453722","-19.710944","-42.453722","-19.710944",NA,"Árvore; ca. 7 m alt.; em borda de fragmento florestal. Flores brancas; com cheiro adocicado. Botões imaturos verdes. Presença de látex branco.","SPF00224921",NA,"Castello, ACD","2019","04",NA,NA,NA,"254","254",NA,NA
"155","2019-01-25 15:46:35-02","IAC","IAC","37308","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","guianensis","Casearia guianensis","(Aubl.) Urb.","J.A. Lombardi","1558","1997","01","25",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Marlieria, Parque Estação do Rio Doce, Trilha da Campolina","-42.5000001","-19.70000001","-42.5000001","-19.70000001",NA,"Coordenadas do material: 19°42S 42°30#?#W",NA,NA,"R.B. Torres","1998","09","25",NA,NA,NA,NA,NA,NA
"156","2019-01-25 15:46:35-02","IAC","IAC","37339","S","Plantae",NA,NA,"Salicaceae-1.Samydoideae","Casearia","guianensis","Casearia guianensis","(Aubl.) Urb.","J.A. Lombardi","1589","1997","01","29",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Marlieria, Pq Est do Rio Doce, Trilha da Campolina","-42.5000001","-19.7000001","-42.5000001","-19.7000001",NA,"Coordenadas do material: 19°42#?#S 42°30#?#W",NA,NA,"R.B. Torres","1998","09","29",NA,NA,NA,NA,NA,NA
"157","2020-03-04 20:43:34-03","UFMG","BHCB-SL","191280","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantum","obliquum","Adiantum obliquum","Willd.","Giacomin, LL; Oliveira, CT","398","2008","12","20","América","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Erva.; Em subosque. Floresta ombrófila degradada.","BHCB191280",NA,"Salino, A",NA,NA,NA,NA,NA,"247","247",NA,NA
"158","2019-11-07 11:19:35-03","UFMG","BHCB-SL","127403","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pivari, MOD; Costa, FM; Oliveira, VB","1193","2009","02","03","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva enraizada em matéria orgânica flutuante e no solo submersa, ca. 0,4m prof. Pinas férteis verdes.",NA,NA,"Pivari, MOD","2009","02","03",NA,NA,"249","249",NA,NA
"159","2019-11-07 11:19:35-03","UFMG","BHCB-SL","131327","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pivari, MOD; Oliveira, VB; Cortat, R","1250","2009","04","17","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva emergente, ca. 0,3m prof.. Pina fértil verde.",NA,NA,"Pivari, MOD","2009","04","17",NA,NA,"236","236",NA,NA
"160","2019-11-07 11:19:35-03","UFMG","BHCB-SL","133207","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pivari, MOD; et al.;","1409","2009","08","27","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa sem nome","-42.441667","-19.7","-42.441667","-19.7",NA,"Erva, ca. 0,2m prof., apoiada em Rhynchospora holoschoenoides. Pinas férteis marrons, esporos laranjas, pina estéril verde.",NA,NA,"Pivari, MOD","2009","09","02",NA,NA,"258","258",NA,NA
"161","2020-03-04 20:43:43-03","UFMG","BHCB-SL","191312","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Christella","dentata","Christella dentata","(Forssk.) Brownsey & Jermy","Giacomin, LL; Oliveira, CT","477","2008","12","22","América","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades do núcleo urbano de Revés do Belém. Mata ciliar, ca. de 1 km do núcleo urbano.","-42.475389","-19.585639","-42.475389","-19.585639",NA,"Erva ereta.; Em subosque.","BHCB191312",NA,"Salino, A",NA,NA,NA,NA,NA,"255","255",NA,NA
"162","2020-03-04 20:43:45-03","UFMG","BHCB-SL","126550","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pivari, MOD; Costa, FM; Oliveira, VB","1107","2008","10","26","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Juiz de Fora","-42.488889","-19.693333","-42.488889","-19.693333",NA,"Erva anfibia. Soros laranjados",NA,NA,"Pivari, MOD","2008","10","26",NA,NA,"250","250",NA,NA
"163","2020-03-04 20:43:45-03","UFMG","BHCB-SL","131350","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Cyclosorus","interruptus","Cyclosorus interruptus","(Willd.) Ito","Pivari, MOD; Oliveira, VB; Costa, FM; Tavares, GS","1303","2009","05","19","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Erva sobre ilha flutuante. Soros castanhos",NA,NA,"Pivari, MOD","2009","05","19",NA,NA,"221","221",NA,NA
"164","2020-03-04 20:43:49-03","UFMG","BHCB-SL","127397","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Meniscium","serratum","Meniscium serratum","Cav.","Pivari, MOD; Costa, FM; Oliveira, VB","1187","2009","02","03","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,NA,NA,NA,"Fernandes, RS","2014","04","14",NA,NA,"249","249",NA,NA
"165","2020-02-11 18:26:32-03","UFMG","BHCB-SL","127392","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Pivari, MOD; Costa, FM; Oliveira, VB","1182","2009","02","03","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva emergente, ca. 0,2m prof. Face abaxial coberta por cera prateada, soros marrons.",NA,NA,"Pivari, MOD","2009","02","03",NA,NA,"249","249",NA,NA
"166","2020-03-04 20:43:39-03","UFMG","BHCB-SL","191300","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos","(L.) Link","Giacomin, LL; Oliveira, CT","441","2008","12","21","América","Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Bonita, Margens da lagoa","-42.443361","-19.629472","-42.443361","-19.629472",NA,"Erva anfíbia, as margens do lago.","BHCB191300",NA,"Salino, A",NA,NA,NA,NA,NA,"260","260",NA,NA
"167","2020-03-04 20:43:39-03","UFMG","BHCB-SL","191313","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Giacomin, LL; Oliveira, CT","478","2008","12","22","América","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Proximidades do núcleo urbano de Revés do Belém. Mata ciliar, ca. de 1 km do núcleo urbano.","-42.475389","-19.585639","-42.475389","-19.585639",NA,"Erva ereta; Em subosque.","BHCB191313",NA,"Salino, A",NA,NA,NA,NA,NA,"255","255",NA,NA
"168","2020-03-04 20:43:39-03","UFMG","BHCB-SL","191342","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","denticulata","Pteris denticulata","Sw.","Giacomin, LL; Oliveira, CT","583","2009","01","08","América","Brasil","Minas Gerais","Bom Jesus do Galho","Zona rural, Ca. de 15 km de Revés do Belém. A sul de Belém, em meio a plantações de eucalipto.","-42.485167","-19.638889","-42.485167","-19.638889",NA,"Erva ereta.; Em subosque. Fragmentos de floresta ombrófila degradada.","BHCB191342",NA,"Salino, A",NA,NA,NA,NA,NA,"268","268",NA,NA
"169","2020-03-04 20:43:40-03","UFMG","BHCB-SL","191287","PreservedSpecimen","Plantae",NA,NA,"Tectariaceae","Tectaria","incisa","Tectaria incisa","Cav.","Giacomin, LL; Oliveira, CT","408","2008","12","20","América","Brasil","Minas Gerais","Bom Jesus do Galho","Revés do Belém, Estrada vicinal, marginal a Eucaliptal da Cenibra. Próximo a ponte.","-42.464194","-19.560861","-42.464194","-19.560861",NA,"Erva; Floresta ombrófila degradada. Em subosque.","BHCB191287",NA,"Salino, A",NA,NA,NA,NA,NA,"247","247",NA,NA
"170","2016-12-19 13:51:20-02","PERD","PERD","835","S","Plantae",NA,NA,"Cyperaceae",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1319","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Erva, ca. 1,7m compr., sobre ilha flutuante. Inflorescências castanhas.",NA,NA,NA,NA,NA,NA,NA,NA,"221","221",NA,NA
"171","2016-12-19 13:51:20-02","PERD","PERD","837","S","Plantae",NA,NA,"Cyperaceae",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Cortat, R","1262","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva, ca. 1,3m alt., emergente, ca. 1m prof. Inflorescências castanhas.",NA,NA,NA,NA,NA,NA,NA,NA,"236","236",NA,NA
"172","2016-12-19 13:51:20-02","PERD","PERD","838","S","Plantae",NA,NA,"Cyperaceae",NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Cortat, R","1252","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva emergente, ca. 0,5m prof. Inflorescência castanha.",NA,NA,NA,NA,NA,NA,NA,NA,"236","236",NA,NA
"173","2016-12-19 13:51:18-02","PERD","PERD","865","S","Plantae",NA,NA,NA,NA,NA,NA,NA,"Pivari, MO; Oliveira, VB; Magalhães, HGC","1416","2009","08","27",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa sem nome","-42.441667","-19.685","-42.441667","-19.685",NA,"Liana no interior da mata. Frutos vermelhos, sementes com arilo branco.",NA,NA,NA,NA,NA,NA,NA,NA,"258","258",NA,NA
"174","2018-12-17 10:18:18-02","PERD","PERD","1006","S","Plantae",NA,NA,"Melastomataceae","Aciotis","paludosa","Aciotis paludosa","(Mart. ex DC.) Triana","Pivari, MO; Costa, FM; Oliveira, VB","1203","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva emergente, ca. 0,1m prof. Face abaxial das folhas e tricomas vermelhos, frutos verdes.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"175","2018-12-17 10:18:18-02","PERD","PERD","1004","S","Plantae",NA,NA,"Poaceae","Andropogon","bicornis","Andropogon bicornis","L.","Pivari, MO; Costa, FM; Oliveira, VB","1205","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva anfíbia. Folhas avermelhadas, espiguetas brancas.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"176","2016-12-19 13:51:32-02","PERD","PERD","735","S","Plantae",NA,NA,"Poaceae","Andropogon","bicornis","Andropogon bicornis","L.","Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1299","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Erva, ca. 0,7m alt., sobre ilha flutuante. Espiguetas cremes.",NA,NA,"Pivari, MO","2009","05","19",NA,NA,"221","221",NA,NA
"177","2018-12-17 10:18:18-02","PERD","PERD","995","S","Plantae",NA,NA,"Poaceae","Andropogon","bicornis","Andropogon bicornis","L.","Pivari, MO; Oliveira, VB; Cortat, R","1259","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva anfíbia. Inflorescência castanha.",NA,NA,"Pivari, MO","2009","04","17",NA,NA,"236","236",NA,NA
"178","2016-12-19 13:51:31-02","PERD","PERD","800","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","pubipetala","Banisteriopsis pubipetala","(A. Juss.) Cuatrec.","Pivari, MO; Oliveira, VB; Magalhães, HGC","1417","2009","08","27",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa sem nome","-42.441667","-19.685","-42.441667","-19.685",NA,"Liana em borda de estrada. Flores amarelas (visitadas por abelhas), frutos vermelhos.",NA,NA,"Pivari, MO","2009","08","27",NA,NA,"258","258",NA,NA
"179","2016-12-19 13:51:18-02","PERD","PERD","822","S","Plantae",NA,NA,"Begoniaceae","Begonia","fischeri","Begonia fischeri","Schrank","Pivari, MO; Costa, FM; Oliveira, VB","1202","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva emergente, ca. 0,2m prof. Flores rosas, frutos castanhos.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"180","2016-12-19 13:51:20-02","PERD","PERD","766","S","Plantae",NA,NA,"Blechnaceae","Blechnum","serrulatum","Blechnum serrulatum","Rich.","Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1320","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Erva sobre ilha flutuante. Soros laranjas.",NA,NA,"Pivari, MO","2009","05","19",NA,NA,"221","221",NA,NA
"181","2018-12-17 10:18:18-02","PERD","PERD","1007","S","Plantae",NA,NA,"Cabombaceae","Cabomba","furcata","Cabomba furcata","Schult. & Schult. f.","Pivari, MO; Costa, FM; Oliveira, VB","1200","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva submersa fixa, ca. 0,6m prof. Flores emersa rosas.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"182","2018-12-17 10:18:18-02","PERD","PERD","986","S","Plantae",NA,NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A. St.-Hil.","Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1313","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Arbusto, ca. 0,6m alt., sobre ilha flutuante. Flores brancas.",NA,NA,"Pivari, MO","2009","05","19",NA,NA,"221","221",NA,NA
"183","2016-12-19 13:51:34-02","PERD","PERD","743","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pivari, MO; Costa, FM; Oliveira, VB","1193","2009","08","01",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva enraizada em matéria orgânica flutuante e no solo submersa, ca. 0,4m prof. Pinas férteis verdes.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"184","2016-12-19 13:51:34-02","PERD","PERD","742","S","Plantae",NA,NA,"Pteridaceae","Ceratopteris","thalictroides","Ceratopteris thalictroides","(L.) Brongn.","Pivari, MO; Oliveira, VB; Magalhães, HGC","1409","2009","08","27",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa sem nome","-42.441667","-19.685","-42.441667","-19.685",NA,NA,NA,NA,"Pivari, MO","2009","09","02",NA,NA,"258","258",NA,NA
"185","2016-12-19 13:51:20-02","PERD","PERD","759","S","Plantae",NA,NA,"Characeae","Chara","guairensis","Chara guairensis","R. Bicudo","Pivari, MO; Oliveira, VB; Cortat, R","1263","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva submersa fixa, ca. 2m prof. Esporângios laranjas.",NA,NA,"Pivari, MO","2009","04","17",NA,NA,"236","236",NA,NA
"186","2016-12-19 13:51:35-02","PERD","PERD","805","S","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Pivari, MO; Costa, FM; Oliveira, VB","1180","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Liana emergente, ca. 0,3m prof. Inflorescência vermelha, frutos verdes.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"187","2018-12-17 10:18:19-02","PERD","PERD","984","S","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1317","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Liana sobre ilha flutuante. Raque da inflorescência vermelha, flores amarelas, frutos imaturos verdes, maduros vermelhos.",NA,NA,"Pivari, MO","2009","05","19",NA,NA,"221","221",NA,NA
"188","2018-12-17 10:18:19-02","PERD","PERD","992","S","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Pivari, MO; Oliveira, VB; Cortat, R","1267","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Liana emergente, ca. 0,3m prof. Inflorescência vermelha, cálice amarelo.",NA,NA,"Pivari, MO","2009","04","17",NA,NA,"236","236",NA,NA
"189","2018-12-17 10:18:18-02","PERD","PERD","998","S","Plantae",NA,NA,"Asteraceae","Conocliniopsis","prasiifolia","Conocliniopsis prasiifolia","(DC.) R.M.King & H.Rob.","Pivari, MO; Oliveira, VB; Cortat, R","1247","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva ca. 0,6m alt., anfíbia. Flores rosas, aquênios castanhos.",NA,NA,"Pivari, MO","2009","04","17",NA,NA,"236","236",NA,NA
"190","2018-12-17 10:18:18-02","PERD","PERD","988","S","Plantae",NA,NA,"Asteraceae","Conocliniopsis","prasiifolia","Conocliniopsis prasiifolia","(DC.) R.M.King & H.Rob.","Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1310","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Arbusto, ca. 0,6m alt., sobre ilha flutuante. Flores rosas, aquênios castanhos.",NA,NA,"Pivari, MO","2009","05","19",NA,NA,"221","221",NA,NA
"191","2018-12-17 10:18:18-02","PERD","PERD","1011","S","Plantae",NA,NA,"Cyperaceae","Cyperus","difformis","Cyperus difformis","L.","Pivari, MO; Costa, FM; Oliveira, VB","1177","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva, emergente, ca. 0,3m prof. Inflorescência castanha.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"192","2018-12-17 10:18:18-02","PERD","PERD","1009","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Pivari, MO; Costa, FM; Oliveira, VB","1196","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva emergente, ca. 0,3m prof. Inflorescência amarela.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"193","2016-12-19 13:51:20-02","PERD","PERD","763","S","Plantae",NA,NA,"Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Pivari, MO; Oliveira, VB; Magalhães, HGC","1413","2009","08","27",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa sem nome","-42.441667","-19.685","-42.441667","-19.685",NA,"Erva anfíbia. Inflorescências amarelas.",NA,NA,"Pivari, MO","2009","08","27",NA,NA,"258","258",NA,NA
"194","2016-12-19 13:51:20-02","PERD","PERD","770","S","Plantae",NA,NA,"Dilleniaceae","Davilla","rugosa","Davilla rugosa","Poir.","Pivari, MO; Oliveira, VB; Magalhães, HGC","1418","2009","08","27",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa sem nome","-42.441667","-19.685","-42.441667","-19.685",NA,"Liana no interior da mata. Frutos amarelos.",NA,NA,"Pivari, MO","2009","08","27",NA,NA,"258","258",NA,NA
"195","2018-12-17 10:18:18-02","PERD","PERD","1001","S","Plantae",NA,NA,"Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Pivari, MO; Costa, FM; Oliveira, VB","1212","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva emergente, ca. 0,2m prof. Flores brancas, frutos maduros castanhos.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"196","2016-12-19 13:51:33-02","PERD","PERD","753","S","Plantae",NA,NA,"Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Pivari, MO; Oliveira, VB; Cortat, R","1264","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva, ca. 1m compr., flutuante fixa, ca. 0,5m prof. Flores azuladas.",NA,NA,"Pivari, MO","2009","04","17",NA,NA,"236","236",NA,NA
"197","2018-12-17 10:18:18-02","PERD","PERD","1005","S","Plantae",NA,NA,"Pontederiaceae","Eichhornia","azurea","Eichhornia azurea","(Sw.) Kunth","Pivari, MO; Costa, FM; Oliveira, VB","1204","2009","02","03",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa Areia Branca","-42.476667","-19.664722","-42.476667","-19.664722",NA,"Erva flutuante fixa, ca. 1m prof. Pétalas roxas com bordas azuis.",NA,NA,"Pivari, MO","2009","02","03",NA,NA,"249","249",NA,NA
"198","2018-12-17 10:18:18-02","PERD","PERD","985","S","Plantae",NA,NA,"Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1314","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Erva, ca. 1,2m alt., emergente, 0,1-1m prof. Espiguetas castanhas.",NA,NA,"Pivari, MO","2009","05","19",NA,NA,"221","221",NA,NA
"199","2016-12-19 13:51:20-02","PERD","PERD","724","S","Plantae",NA,NA,"Cyperaceae","Eleocharis","interstincta","Eleocharis interstincta","(Vahl) Roem. & Schult.","Pivari, MO; Oliveira, VB; Cortat, R","1261","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva emergente, 0,1 - 1m prof. Inflorescência castanha.",NA,NA,"Pivari, MO","2009","04","17",NA,NA,"236","236",NA,NA
"200","2018-12-17 10:18:18-02","PERD","PERD","987","S","Plantae",NA,NA,"Cyperaceae","Eleocharis","plicarhachis","Eleocharis plicarhachis","(Griseb.) Svenson","Pivari, MO; Oliveira, VB; Costa, FM; Tavares, GS","1311","2009","05","19",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa da Linguiça","-42.491944","-19.555833","-42.491944","-19.555833",NA,"Erva sobre ilha flutuante. Inflorescências castanhas.",NA,NA,"Pivari, MO","2009","05","19",NA,NA,"221","221",NA,NA
"201","2018-12-17 10:18:18-02","PERD","PERD","997","S","Plantae",NA,NA,"Cyperaceae","Fuirena","umbellata","Fuirena umbellata","Rottb.","Pivari, MO; Oliveira, VB; Cortat, R","1251","2009","04","17",NA,"Brasil","Minas Gerais","Bom Jesus do Galho","Lagoa do Gancho","-42.426389","-19.675","-42.426389","-19.675",NA,"Erva emergente, ca. 0,5m prof. Inflorescência castanha.",NA,NA,"Pivari, MO","2009","04","17",NA,NA,"236","236",NA,NA
