"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","monthIdentified","dayIdentified","year","month","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"3430","2019-10-11 11:20:23-03","UFPR","UPCB","87771","PreservedSpecimen","Plantae","Lycophyta",NA,NA,"Isoetaceae","Isoetes","caparaoensis","Isoetes caparaoensis","J.B.S. Pereira","2019","Pereira, J.B.S. et al.","797","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Terreirão.","-48.8","-20.45",NA,NA,"Aquática submersa em córrego. Local sombreado..",NA,"Pereira, J.B.S.","08","15","2014","03","11","-48.800000","-20.450000","2650","2650",NA,NA,"UPCB0012071","UPCB0012071",NA,NA,NA,NA
"3431","2019-10-11 11:19:37-03","UFPR","UPCB","91103","PreservedSpecimen","Plantae",NA,NA,NA,"Rubiaceae","Galium",NA,"Galium",NA,NA,"Bacci, L.F. | Zorzanelli, J.P.F.","50","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Erva rastejante. Frutos brancos..",NA,NA,NA,NA,"2013","06","18","-41.4951","-20.2908",NA,NA,NA,NA,"UPCB0028785","UPCB0028785",NA,NA,NA,NA
"3432","2019-10-11 11:20:20-03","UFPR","UPCB","42910","PreservedSpecimen","Plantae",NA,NA,NA,"Violaceae","Hybanthus","parviflorus","Hybanthus parviflorus","(Mutis ex L.f.) Baill.","2000","Souza, J.P.","3097","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, arredores do Terreirão, 20°25'S 41°49'W","-41.816667","-20.416667",NA,NA,"Erva, flores alvas. Campo de altitude. Alt. 2300m s.n.m..",NA,"Souza, J.P.","02",NA,"2000","02","21","-41.816667","-20.416667","2300","2300",NA,NA,NA,NA,NA,NA,NA,NA
"3433","2019-10-11 11:16:27-03","UFPR","UPCB","90938","PreservedSpecimen","Plantae",NA,NA,NA,"Iridaceae",NA,NA,NA,NA,NA,"Bacci, L.F. | Zorzanelli, J.P.F.","58","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Erva ca. 0.3 m alt. Tépalas amarelas..",NA,NA,NA,NA,"2013","06","18","-41.495100","-20.290800","1818","1818",NA,NA,"UPCB0028704","UPCB0028704",NA,NA,NA,NA
"3434","2020-03-09 08:20:05-03","UFPR","UPCB","90809","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","foveolata","Leandra foveolata","(DC.) Cogn.","2013","Bacci, L.F. | Zorzanelli, J.P.F.","55","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4524","-20.293",NA,NA,"Árvore, ca. 6m alt. Flores velhas e frutos não maduros verdes..",NA,"Reginato, M.",NA,NA,"2013","06","18","-41.4524","-20.2930","1406","1406",NA,NA,"UPCB0027678","UPCB0027678",NA,NA,NA,NA
"3435","2020-03-09 08:20:08-03","UFPR","UPCB","90810","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","pallida","Leandra pallida","Cogn.","2013","Bacci, L.F. | Zorzanelli, J.P.F.","48","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Ervas ca. 60cm alt. Botões florais jovens..",NA,"Reginato, M.",NA,NA,"2013","06","18","-41.4951","-20.2908","1818","1818",NA,NA,"UPCB0027682","UPCB0027682",NA,NA,NA,NA
"3436","2020-03-09 08:20:08-03","UFPR","UPCB","90804","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","pallida","Leandra pallida","Cogn.","2013","Bacci, L.F. | Zorzanelli, J.P.F.","49","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Ervas ca. 60cm alt. Botões florais jovens..",NA,"Reginato, M.",NA,NA,"2013","06","18","-41.4951","-20.2908","1818","1818",NA,NA,"UPCB0027706","UPCB0027706",NA,NA,NA,NA
"3437","2020-03-09 08:20:08-03","UFPR","UPCB","90805","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","purpureovillosa","Leandra purpureovillosa","Hoehne","2013","Bacci, L.F. | Zorzanelli, J.P.F.","56","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Árvore, ca. 6m alt..",NA,"Reginato, M.",NA,NA,"2013","06","18","-41.4951","-20.2908","1818","1818",NA,NA,"UPCB0027708","UPCB0027708",NA,NA,NA,NA
"3438","2020-03-09 08:20:10-03","UFPR","UPCB","90806","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","sulfurea","Leandra sulfurea","(Naudin) Cogn.","2013","Bacci, L.F. | Zorzanelli, J.P.F.","47","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Arbusto ca. 1m alt. Cálice verde e demais peças florais brancas..",NA,"Reginato, M.",NA,NA,"2013","06","18","-41.4951","-20.2908","1818","1818",NA,NA,"UPCB0027681","UPCB0027681",NA,NA,NA,NA
"3439","2020-03-09 08:20:12-03","UFPR","UPCB","80390","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A-St.Hil) Dc.","2014","Romão, G.O.","2739","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira. Campo rupestre; 2000-2890m","-41.853","-20.421",NA,NA,"Arbusto, 1m alt; corola branca, estames amarelos.",NA,"Goldenberg, R.",NA,NA,"2010","04","11","-41.853","-20.421",NA,NA,NA,NA,"UPCB0015036","UPCB0015036",NA,NA,NA,NA
"3440","2020-03-09 08:20:39-03","UFPR","UPCB","80414","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina",NA,NA,"Kuntz, J.","809","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Vale Verde. Trilha do Jacú. Mata de Galeria. 1338m","-41.833","-20.417",NA,NA,"Árvore ca. 3m alt., flores alvas.",NA,NA,NA,NA,"2013","01","10","-41.833","-20.417",NA,NA,NA,NA,"UPCB0014111","UPCB0014111",NA,NA,NA,NA
"3441","2020-03-09 08:20:41-03","UFPR","UPCB","91304","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","gardneriana","Tibouchina gardneriana","(Triana) Cogn.","2013","Bacci, L.F. | Zorzanelli, J.P.F.","54","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Arvoreta ca. 6m alt..",NA,"Meyer, F.S.",NA,NA,"2013","06","18","-41.4951","-20.2908","1818","1818",NA,NA,"UPCB0027909","UPCB0027909",NA,NA,NA,NA
"3442","2020-03-09 08:20:43-03","UFPR","UPCB","74598","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","itatiaiae","Tibouchina itatiaiae","Cogn.","2011","Bünger, M.O.","471","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha Pico da Bandeira - Terreirão.","-41.795833","-20.434722",NA,NA,"Arbusto ca 1,2m, flores com pétalas brancas, com base rosa-claro, anteras arroxeadas, com conectivo amarelo, filete branco. Campo sobre afloramento..",NA,"Meyer, F.S.","06","28","2010","03","09","-41.795833","-20.434722","2890","2890",NA,NA,"UPCB0017537","UPCB0017537",NA,NA,NA,NA
"3443","2020-03-09 08:20:43-03","UFPR","UPCB","91303","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","martusiana","Tibouchina martusiana","(DC.) Cogn.","2013","Bacci, L.F. | Zorzanelli, J.P.F.","59","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Arbusto ca. 1,5m alt. Botões florais jovens..",NA,"Meyer, F.S.",NA,NA,"2013","06","18","-41.4951","-20.2908","1818","1818",NA,NA,"UPCB0027908","UPCB0027908",NA,NA,NA,NA
"3444","2020-03-09 08:20:43-03","UFPR","UPCB","90826","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","microphyla","Tibouchina microphyla","Cogn. ex Schwacke","2017","Monge, M. et al.","2638","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Subida para o Pico da Bandeira","-41.815","-20.416944",NA,NA,"Arbusto, 2m de altura, corola alva, frutos verdes amarronzados..",NA,"Meyer, F.S.","04",NA,"2014","03","17","-41.815000","-20.416944","2277","2277",NA,NA,"UPCB0027414","UPCB0027414",NA,NA,NA,NA
"3445","2019-10-11 11:16:20-03","UFPR","UPCB","91104","PreservedSpecimen","Plantae",NA,NA,NA,"Gesneriaceae","Vanhouttea","leonii","Vanhouttea leonii","Chautems","2013","Bacci, L.F. | Zorzanelli, J.P.F.","57","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.4951","-20.2908",NA,NA,"Arbusto em rocha, ca. 0,7 m alt. Flores alaranjadas a avermelhadas. Interior das pétalas amarelo com manchas vermelhas. Estames alaranjados..",NA,"Chautems, A.",NA,NA,"2013","06","18","-41.4951","-20.2908",NA,NA,NA,NA,"UPCB0028782","UPCB0028782",NA,NA,NA,NA
"3446","2020-03-09 08:20:46-03","UFPR","UPCB","80962","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Trembleya","parviflora","Trembleya parviflora",NA,NA,"Colletta, G.D.","235","Brasil","Minas Gerais","Alto Caparaó","Área de Campo, perto da casa queimada Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ca. 80 cm de altura, folhs discolores. Flores com corola branca com linhas avermelhadas.","auto","Souza, V. C.",NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"UPCB0022999","UPCB0022999",NA,NA,NA,NA
"3447","2020-03-09 08:20:23-03","UFPR","UPCB","50161","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Miconia","latecrenata","Miconia latecrenata","(DC.) Naudin","2004","Leoni, L.S.","5302","Brasil","Minas Gerais","Alto Caparaó","Crescendo ao lado da estrada, em direção a Alto Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto, 2m, corola alvacenta, flores aromáticas..","auto","Goldenberg, R.","01","01","2003","04",NA,NA,NA,NA,NA,NA,NA,"UPCB0015539","UPCB0015539",NA,NA,NA,NA
"3448","2020-03-09 08:20:10-03","UFPR","UPCB","56344","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","sericea","Leandra sericea","DC.","2007","Leoni, L.S.","5189","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto, 1,5-1,6m, corola quase transparente, filamentos vináceos. Área de floresta..","auto","Goldenberg, R.","01","01","2002","11","06",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA
"3449","2020-03-09 08:20:03-03","UFPR","UPCB","45046","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Triana) Cogn.","2002","Leoni, L.S.","3734","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional Cachoeira Bonita","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1,6-1,9m, flores fotografadas. Alt.: 700m s.n.m..","auto","Goldenberg, R.","03",NA,"1997","08",NA,NA,NA,NA,NA,NA,NA,"UPCB0013257","UPCB0013257",NA,NA,NA,NA
"3450","2019-10-11 11:15:19-03","UFPR","UPCB","83000","PreservedSpecimen","Plantae",NA,NA,NA,"Cunoniaceae","Weinmannia",NA,"Weinmannia",NA,NA,"Goldenberg, R.","2182","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Macieira; floresta baixa, de altitude.","-41.8683013916016","-20.4333000183105","21645",NA,"Arvoreta 6m, sob sol; flores brancas..","auto",NA,NA,NA,"2015","05","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3451","2019-10-11 11:20:43-03","UFPR","UPCB","68339","PreservedSpecimen","Plantae","Polypodiophyta",NA,NA,"Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","2010","Santos, J.","13","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, 1km da Cachoeira Bonita (sentido entrada do Parque)","-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto","Santos, J.","01","01","2010","03","09",NA,NA,NA,NA,NA,NA,"UPCB0003653","UPCB0003653 UPCB0003653_1 UPCB0003653_2",NA,NA,NA,NA
"3452","2019-10-11 11:20:43-03","UFPR","UPCB","68338","PreservedSpecimen","Plantae","Polypodiophyta",NA,NA,"Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","2010","Santos, J.","12","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, 500m da Cachoeira Bonita (sentido entrada do Parque)","-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto","Santos, J.","01","01","2010","03","08",NA,NA,NA,NA,NA,NA,"UPCB0003657","UPCB0003657 UPCB0003657_1 UPCB0003657_2",NA,NA,NA,NA
"3453","2020-03-09 08:20:39-03","UFPR","UPCB","80427","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","2016","Colletta, G.D.","326","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, caminho entre recepção e Tronqueira","-41.8683013916016","-20.4333000183105","21645",NA,"Arvoreta 3m alt.; cálice verde e corola branca.","auto","Meyer, F.S.","02",NA,"2010","01","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454","2020-03-09 08:20:10-03","UFPR","UPCB","83024","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","sulfurea","Leandra sulfurea","(Naudin) Cogn.","2016","Goldenberg, R. et al.","2213","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; floresta nebular.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1,8m, à sombra; inflorescência ainda com as brácteas verdes, flores com pétalas e estames brancos..","auto","Reginato, M.",NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0014815","UPCB0014815",NA,NA,NA,NA
"3455","2020-03-09 08:20:10-03","UFPR","UPCB","83025","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","sulfurea","Leandra sulfurea","Cogn.","2015","Goldenberg, R.","2214","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; floresta nebular.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1,5m, à sombra; flores com pétalas e estames brancos..","auto","Goldenberg, R.",NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0014465","UPCB0014465",NA,NA,NA,NA
"3456","2019-10-11 11:15:44-03","UFPR","UPCB","83003","PreservedSpecimen","Plantae",NA,NA,NA,"Euphorbiaceae","Croton","splendidus","Croton splendidus","Mart. ex Colla","2016","Goldenberg, R. et al.","2200","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1m; flores estaminadas com corola e estames brancos..","auto","Pereira, A.P.N.","11","21","2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457","2020-03-09 08:20:29-03","UFPR","UPCB","83030","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","2015","Goldenberg, R.","2212","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 2cm; caule decorticante; frutos imaturos verdes..","auto","Goldenberg, R.",NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0020056","UPCB0020056",NA,NA,NA,NA
"3458","2020-03-09 08:20:33-03","UFPR","UPCB","82998","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Microlicia",NA,"Microlicia",NA,NA,"Goldenberg, R.","2205","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto 15 cm. Flores com pétalas magenta, estames maiores com conectivo rosado, apêndices amarelos e anteras vermelhas, estames menores amarelos..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0019190","UPCB0019190",NA,NA,NA,NA
"3459","2020-03-09 08:20:33-03","UFPR","UPCB","83010","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Microlicia",NA,"Microlicia",NA,NA,"Goldenberg, R.","2194","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto 30 cm; flores com pétalas magenta, estames maiores com conectivo rosado, apêndices amarelos e anteras vermelhas, estames menores amarelos..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0019192","UPCB0019192",NA,NA,NA,NA
"3460","2020-03-09 08:20:33-03","UFPR","UPCB","83018","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Microlicia",NA,"Microlicia",NA,NA,"Goldenberg, R.","2193","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto 20 cm; flores com pétalas magenta, estames maiores com conectivo rosado, apêndices amarelos e anteras vermelhas, estames menores amarelos..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0019108","UPCB0019108",NA,NA,NA,NA
"3461","2019-10-11 11:14:14-03","UFPR","UPCB","83005","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Baccharis",NA,"Baccharis",NA,NA,"Goldenberg, R.","2204","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1m; capítulos estaminados de cor creme..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3462","2020-03-09 08:20:33-03","UFPR","UPCB","83021","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Microlicia",NA,"Microlicia",NA,NA,"Goldenberg, R.","2197","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto 15 cm; flores com pétalas magenta, estames maiores com conectivo rosado, apêndices amarelos e anteras vermelhas, estames menores amarelos..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0019189","UPCB0019189",NA,NA,NA,NA
"3463","2020-03-09 08:20:39-03","UFPR","UPCB","82992","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","alba","Tibouchina alba","Cogn.","2016","Goldenberg, R.","2195","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1,5m; flores com pétalas brancas, filetes brancos, apêndices do conectivo amarelos, estames grandes com anteras lilases, estames menores com anteras amarelas..","auto","Meyer, F.S.","02",NA,"2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3464","2020-03-09 08:20:41-03","UFPR","UPCB","83020","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","(DC.) Cogn.","2016","Goldenberg, R.","2211","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 50 cm; folhas verticiladas, frutos imaturos verdes..","auto","Meyer, F.S.","02",NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0017706","UPCB0017706",NA,NA,NA,NA
"3465","2020-03-09 08:20:12-03","UFPR","UPCB","83022","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","2015","Goldenberg, R.","2198","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto 1m; flores com pétalas brancas, estames amarelos, passando a vermelhos..","auto","Goldenberg, R.",NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0015048","UPCB0015048",NA,NA,NA,NA
"3466","2019-10-11 11:14:14-03","UFPR","UPCB","83027","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Baccharis",NA,"Baccharis",NA,NA,"Goldenberg, R.","2203","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1m; capítulos pistilados de cor creme..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467","2020-03-09 08:20:01-03","UFPR","UPCB","82993","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","2015","Goldenberg, R.","2207","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto 20cm; botões com corola vermelho-vivo (face abaxial das pétalas com a porção exposta vermelha, e a porção protegida/imbricada lilás); flores com corola lilás, filetes amarelos, estames grandes com conectivo avermelhado,","auto","Goldenberg, R.",NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0012634","UPCB0012634",NA,NA,NA,NA
"3468","2020-03-09 08:20:41-03","UFPR","UPCB","83002","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","(DC.) Cogn.","2016","Goldenberg, R.","2208","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto 40cm, sobre solo arenoso; folhas verticiladas, flores com pétalas roxas, ciliadas, estames com filetes conectivos e anteras lilases ou lilases-claras, apêndices do conectivo brancos..","auto","Meyer, F.S.","03",NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0028462","UPCB0028462",NA,NA,NA,NA
"3469","2019-10-11 11:19:46-03","UFPR","UPCB","83006","PreservedSpecimen","Plantae",NA,NA,NA,"Salicaceae","Abatia",NA,"Abatia",NA,NA,"Goldenberg, R.","2202","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1,5m; flores amarelas..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3470","2019-10-11 11:14:11-03","UFPR","UPCB","82999","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Goldenberg, R.","2199","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto ereto, ramificado na base apenas, 20cm; capítulos com corolas e estiletes roxo-azulados..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3471","2020-03-09 08:20:10-03","UFPR","UPCB","83023","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Leandra","sulfurea","Leandra sulfurea","(Naudin) Cogn.","2016","Goldenberg, R.","2215","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 1,8m, à sombra; flores com pétalas e estames brancos..","auto","Reginato, M.",NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0014470","UPCB0014470",NA,NA,NA,NA
"3472","2019-10-11 11:15:54-03","UFPR","UPCB","82994","PreservedSpecimen","Plantae",NA,NA,NA,"Fabaceae","Camptosema",NA,"Camptosema",NA,NA,"Goldenberg, R.","2206","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Reptante sobre solo pedregoso; flores com corola vermelha..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473","2019-10-11 11:15:01-03","UFPR","UPCB","83017","PreservedSpecimen","Plantae",NA,NA,NA,"Campanulaceae","Lobelia",NA,"Lobelia",NA,NA,"Goldenberg, R.","2196","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Ereta, 30 cm; flores com corola branca..","auto",NA,NA,NA,"2015","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474","2020-03-09 08:20:43-03","UFPR","UPCB","83001","PreservedSpecimen","Plantae",NA,NA,NA,"Melastomataceae","Tibouchina","martiusiana","Tibouchina martiusiana","(DC.) Cogn.","2016","Goldenberg, R.","2210","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre Macieira e Casa Queimada; vegetação rupestre.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto 50 cm; frutos imaturos verdes..","auto","Meyer, F.S.","02",NA,"2015","05","29",NA,NA,NA,NA,NA,NA,"UPCB0017522","UPCB0017522",NA,NA,NA,NA
"3475","2019-10-11 11:20:18-03","UFPR","UPCB","43747","PreservedSpecimen","Plantae",NA,NA,NA,"Violaceae","Anchietea","pyrifolia","Anchietea pyrifolia","(Mart.) G.Don","1999","Souza, V.C.","12106","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, estrada entre o alojamento e Vale Verde.","-41.8683013916016","-20.4333000183105","21645",NA,"Escandente, flores verdes, em mata de altitude..","auto","Souza, J.P.","03","24","1996","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
