"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","typeStatus","dayIdentified","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","relatedCatalogItem"
"1038","2019-11-13 11:25:05-03","USP","SPF","23200","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","Esteves, GL","1993","Furlan, A","CFCR2989","1982","04","03",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Serra do Gavião",NA,NA,"SPF00023200",NA,"-43.35","-18.466667","-43.35","-18.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","2019-11-13 11:23:29-03","USP","SPF","23302","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","Taylor, P","1982","Rossi, L","CFCR3094","1982","04","06",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, Descida do morro do Pico Itambé.",NA,NA,"SPF00023302",NA,"-43.333333","-18.433333","-43.333333","-18.433333","3068","3068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","2019-11-13 11:23:33-03","USP","SPF","157246","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","A.St.-Hil. & Girard","Rivadavia, F","2002","Rivadavia, F","1389","2002","08","01",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00157246","SPF00157246","-43.19468","-18.23429","-43.19468","-18.23429","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","2019-11-13 11:23:38-03","USP","SPF","157288","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tricolor","Utricularia tricolor","A.St.-Hil.","Rivadavia, F","2002","Rivadavia, F","1384","2002","08","01",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00157288","SPF00157288","-43.19112","-18.23654","-43.19112","-18.23654","1460","1460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","2019-11-13 11:16:37-03","USP","SPF","23229","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Verbesina",NA,"Verbesina",NA,NA,NA,"Furlan, A","CFCR3022",NA,NA,NA,NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Subida ao Pico do Itambé.",NA,NA,"SPF00023229",NA,"-43.35","-18.4","-43.35","-18.4","2050","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","2019-11-13 11:16:37-03","USP","SPF","214767","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Verbesina","claussenii","Verbesina claussenii","Sch.Bip. ex Baker","Loeuille, B","2012","Loeuille, B","595","2011","11","18",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,NA,"SPF00214767",NA,"-43.342944","-18.398306","-43.342944","-18.398306","1900","1900",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA
"1044","2019-11-13 11:20:26-03","USP","SPF","23199","PreservedSpecimen","Plantae",NA,NA,"Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Shimizu, GH; Martins, MV","2017","Furlan, A","CFCR2988","1982","04","03",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Serra do Gavião",NA,NA,"SPF00023199",NA,"-43.35","-18.466667","-43.35","-18.466667",NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"1045","2019-11-13 11:33:09-03","USP","SPF","23278","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","emarginata","Vochysia emarginata","(Vahl) Poir.","Gonçalves, DJP","2013","Rossi, L","CFCR3071","1982","04","06",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00023278",NA,"-43.333333","-18.433333","-43.333333","-18.433333","935","935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","2019-11-13 11:31:12-03","USP","SPF","23293","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Pirani, JR","1984","Rossi, L","CFCR3086","1982","04","06",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, Descida do Morro do Pico Itambé.",NA,"Árvore 4-6m, frutos vermelho acastanhados.","SPF00023293",NA,"-43.333333","-18.433333","-43.333333","-18.433333","3068","3068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","2019-11-13 11:23:19-03","USP","SPF","161188","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","acutifolia","Swartzia acutifolia","Vogel","Tozzi, AMGA",NA,"Souza, VC","8386","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00161188",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1048","2019-11-13 11:13:48-03","USP","SPF","80385","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia",NA,"Justicia",NA,NA,NA,"Kameyama, C","30","1993","03","18",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00080385","SPF00080385","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1049","2019-11-13 11:31:40-03","USP","SPF","161335","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Serjania","purpurascens","Serjania purpurascens","Radlk.","Ferrucci, MS","2003","Souza, VC","8394","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00161335",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1050","2019-11-13 11:25:47-03","USP","SPF","63570","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","linifolia","Microlicia linifolia","(DC.) Cham.","Romero, R","1998","Zappi, DC","CFCR11254","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00063570",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"05",NA,NA,"19014","auto",NA,NA,NA,NA
"1051","2019-11-13 11:13:48-03","USP","SPF","80384","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia",NA,"Justicia",NA,NA,NA,"Kameyama, C","29","1993","03","18",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00080384","SPF00080384","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1052","2019-11-13 11:32:53-03","USP","SPF","63649","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Stachytarpheta",NA,"Stachytarpheta",NA,NA,NA,"Zappi, DC","CFCR11245","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00063649","SPF00063649","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1053","2019-11-13 11:23:24-03","USP","SPF","30326","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Zornia","latifolia","Zornia latifolia","Sm.","Fortuna-Perez, AP","2005","Hatschbach, G","27507","1971","09","09",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00030326",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1054","2019-11-13 11:25:42-03","USP","SPF","108994","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","theizans","Miconia theizans","(Bonpl.) Cogn.","Rezende, AR","2010","Souza, VC","8413","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00108994",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"12",NA,NA,"19014","auto",NA,NA,NA,NA
"1055","2019-11-13 11:16:42-03","USP","SPF","63879","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","Delfini-Feliciano, C","2009","Zappi, DC","CFCR11243","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00063879",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"01",NA,NA,"19014","auto",NA,NA,NA,NA
"1056","2019-11-13 11:29:20-03","USP","SPF","140505","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","acrostichoides","Coccoloba acrostichoides","Cham.","Melo, E","1999","Souza, VC","8392","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00140505",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"08",NA,NA,"19014","auto",NA,NA,NA,NA
"1057","2019-11-13 11:13:48-03","USP","SPF","37596","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia",NA,"Justicia",NA,NA,NA,"Menezes, NL","CFCR7789","1985","04","01",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00037596","SPF00037596","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1058","2019-11-13 11:16:40-03","USP","SPF","130753","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","grisea","Begonia grisea","A.DC.","Jacques, EL","1998","Souza, VC","8364","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00130753",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"03",NA,NA,"19014","auto",NA,NA,NA,NA
"1059","2019-11-13 11:20:14-03","USP","SPF","63846","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Curtia","verticillaris","Curtia verticillaris","(Spreng.) Knobl.","Pirani, JR","1989","Kameyama, C","CFCR11249","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00063846",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1060","2019-11-13 11:31:33-03","USP","SPF","23291","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","carpopoda","Paullinia carpopoda","Cambess.","Somner, GV","1987","Rossi, L","CFCR3084","1982","04","06",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00023291",NA,"-43.3067016601562","-18.465799331665",NA,NA,"935","935",NA,"01",NA,"28","19014","auto",NA,NA,NA,NA
"1061","2019-11-13 11:18:07-03","USP","SPF","109020","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","glomeratus","Evolvulus glomeratus","Nees & Mart.","Simão-Bianchini, R","2003","Souza, VC","8378","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00109020","SPF00109020","-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"12",NA,NA,"19014","auto",NA,NA,NA,NA
"1062","2019-11-13 11:32:29-03","USP","SPF","109136","PreservedSpecimen","Plantae",NA,NA,"Trigoniaceae","Trigonia","paniculata","Trigonia paniculata","Warm.","Pirani, JR; Cordeiro, I","2016","Souza, VC","8388","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00109136",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1063","2019-11-13 11:19:37-03","USP","SPF","37595","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Plowman, TC","1986","Menezes, NL","CFCR7788","1985","04","01",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00037595",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1064","2019-11-13 11:25:15-03","USP","SPF","109028","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","hirta","Clidemia hirta","(L.) D.Don","Michelangeli, FA","2011","Souza, VC","8389","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00109028",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"01",NA,NA,"19014","auto",NA,NA,NA,NA
"1065","2019-11-13 11:27:40-03","USP","SPF","63853","PreservedSpecimen","Plantae",NA,NA,"Onagraceae","Fuchsia","coccinea","Fuchsia coccinea","Dryand.","Falkenberg, DB","1992","Kameyama, C","CFCR11266","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00063853",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1066","2019-11-13 11:33:09-03","USP","SPF","187754","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","emarginata","Vochysia emarginata","(Vahl) Poir.","Shimizu, GH","2008","Souza, VC","8369","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00187754",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"03",NA,NA,"19014","auto",NA,NA,NA,NA
"1067","2020-02-03 14:46:01-03","USP","SPF","201261","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Souza, VC","1999","Souza, VC","8383","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00201261",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"09",NA,NA,"19014","auto",NA,NA,NA,NA
"1068","2019-11-13 11:28:33-03","USP","SPF","37597","PreservedSpecimen","Plantae",NA,NA,"Plantaginaceae","Stemodia","microphylla","Stemodia microphylla","J.A.Schmidt","Souza, VC","1988","Menezes, NL","CFCR7790","1985","04","01",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00037597",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"06",NA,NA,"19014","auto",NA,NA,NA,NA
"1069","2019-11-13 11:23:16-03","USP","SPF","160306","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Stryphnodendron","polyphyllum","Stryphnodendron polyphyllum","Mart.","Tamashiro, JY","1997","Souza, VC","8366","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00160306",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"09",NA,NA,"19014","auto",NA,NA,NA,NA
"1070","2019-11-13 11:20:19-03","USP","SPF","23210","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Paliavana","werdermannii","Paliavana werdermannii","Mansf.","Chautems, A","1987","Rossi, L","CFCR2999","1982","04","04",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00023210","SPF00023210","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"05",NA,NA,"19014","auto",NA,NA,NA,NA
"1071","2019-11-13 11:25:20-03","USP","SPF","108987","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra",NA,"Leandra",NA,NA,NA,"Souza, VC","8418","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00108987",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1072","2019-11-13 11:23:33-03","USP","SPF","64077","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","A.St.-Hil. & Girard","Corrêa, MA","1997","Kameyama, C","CFCR11251","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00064077","SPF00064077","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"11",NA,NA,"19014","auto",NA,NA,NA,NA
"1073","2019-11-13 11:25:22-03","USP","SPF","23284","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","dendroides","Leandra dendroides","Cogn.","Wurdack, JJ","1992","Rossi, L","CFCR3077","1982","04","06",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00023284",NA,"-43.3067016601562","-18.465799331665",NA,NA,"3068","3068",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1074","2019-11-13 11:25:59-03","USP","SPF","109013","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Freitas-Oliveira, AL","2010","Souza, VC","8416","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00109013",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"01",NA,NA,"19014","auto",NA,NA,NA,NA
"1075","2019-11-13 11:20:21-03","USP","SPF","23268","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Chautems, A","1987","Furlan, A","CFCR3061","1982","04","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00023268","SPF00023268","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"05",NA,NA,"19014","auto",NA,NA,NA,NA
"1076","2019-11-13 11:32:20-03","USP","SPF","63966","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","thomasiifolium","Solanum thomasiifolium","Sendtn.","Agra, MF","1995","Kameyama, C","CFCR11247","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00063966","SPF00063966","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"01",NA,NA,"19014","auto",NA,NA,NA,NA
"1077","2019-11-13 11:17:32-03","USP","SPF","203399","PreservedSpecimen","Plantae",NA,NA,"Campanulaceae","Siphocampylus","imbricatus","Siphocampylus imbricatus casarettoi","E.Wimm.","Godoy, SAP","1988","Kameyama, C","CFCR11257","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"SPF00203399","SPF00203399","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"casarettoi","01",NA,"05","19014","auto",NA,NA,NA,NA
"1078","2019-11-13 11:21:15-03","USP","SPF","130772","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","pulchella","Ocotea pulchella","(Nees & Mart.) Mez","Nicolau, SA","1998","Souza, VC","8406","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o Pico do Itambé.",NA,NA,"SPF00130772",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"04",NA,NA,"19014","auto",NA,NA,NA,NA
"1079","2020-03-04 18:51:04-03","USP","SPF","109129","PreservedSpecimen","Plantae",NA,NA,"Phyllanthaceae","Phyllanthus","niruri","Phyllanthus niruri","L.","Martins, ER","2013","Souza, VC","8402","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o Pico do Itambé.",NA,"Erva, frutos imaturos verdes. Beira de estrada.","SPF00109129",NA,"-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"01",NA,"21","19014","auto",NA,NA,NA,NA
"1080","2019-11-13 11:24:21-03","USP","SPF","109038","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","macrophylla","Byrsonima macrophylla","(Pers.) W.R.Anderson","Elias, SI","2003","Souza, VC","8373","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o Pico do Itambé. Entre rochas na beira de curso d#?#água.",NA,"Árvore, ca. 5 m alt.; folhas ferrugíneos na face inferior; pétalas passando de alvas para rosa-forte. Entre rochas na beira de curso d#?#água.","SPF00109038","SPF00109038","-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1081","2019-11-13 11:24:21-03","USP","SPF","109081","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.","Souza, VC; Paula-Souza, J","1995","Souza, VC","8396","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o Pico do Itambém.",NA,"Arbusto, ca. 3.5 m alt.; frutos imaturos verdes.","SPF00109081","SPF00109081","-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"11",NA,"02","19014","auto",NA,NA,NA,NA
"1082","2019-11-13 11:24:21-03","USP","SPF","109082","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","sericea","Byrsonima sericea","DC.","Souza, VC; Paula-Souza, J","1995","Souza, VC","8397","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Início da estrada para o Pico do Itambém.",NA,"Arbusto, ca. 4 m alt.; folhas ligeiramente douradas; flores amarelas.","SPF00109082","SPF00109082","-43.3067016601562","-18.465799331665",NA,NA,"800","1200",NA,"11",NA,"02","19014","auto",NA,NA,NA,NA
"1083","2019-11-13 11:15:10-03","USP","SPF","160089","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Matelea","pedalis","Matelea pedalis","(E.Fourn.) Fontella & E.A.Schwarz","Farinaccio, MA","2003","Hatschbach, G","27510","1971","09","09",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Margem do rio encachoeirado.",NA,"Volúvel, laticífera, flor creme.","SPF00160089",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1084","2019-11-13 11:25:20-03","USP","SPF","196403","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Viana, PL","2009","Echternacht, L","1758","2008","07","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,NA,"SPF00196403",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"06",NA,NA,"19014","auto",NA,NA,NA,NA
"1085","2019-11-13 11:16:16-03","USP","SPF","214765","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Centratherum","punctatum","Centratherum punctatum","Cass.","Loeuille, B","2011","Loeuille, B","597","2011","11","18",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,NA,"SPF00214765",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"11",NA,"18","19014","auto",NA,NA,NA,NA
"1086","2019-11-13 11:20:19-03","USP","SPF","176835","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Pereira, LC","2017","Versieux, LM","324","2006","10","11",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé",NA,NA,"SPF00176835","SPF00176835","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"08",NA,NA,"19014","auto",NA,NA,NA,NA
"1087","2019-11-13 11:19:22-03","USP","SPF","63949","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","reticulata","Gaylussacia reticulata reticulata","Mart. ex Meisn.","Romão, GO","2003","Zappi, DC","CFCR11269","1987","07","17",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00063949",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"reticulata","02",NA,NA,"19014","auto",NA,NA,NA,NA
"1088","2019-11-13 11:25:20-03","USP","SPF","63571","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Wurdack, JJ","1992","Zappi, DC","CFCR11267","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00063571",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1089","2019-11-13 11:27:45-03","USP","SPF","154986","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","V.C.Souza & S.I.Elias","Souza, VC","2002","Souza, VC","28473","2002","02","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00154986","SPF00154986","-43.3067016601562","-18.465799331665",NA,NA,"1500","2000",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1090","2019-11-13 11:15:19-03","USP","SPF","178050","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glabrum","Oxypetalum glabrum","(Decne.) Malme","Farinaccio, MA","2007","Simões, AO","1102","2001","02","13",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Liana, látex branco, flores arroxeadas, corona e estigma brancos. Em afloramento.; Em afloramento.","SPF00178050",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1091","2019-11-13 11:17:18-03","USP","SPF","80981","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Cipocereus","minensis","Cipocereus minensis leiocarpus","N.P.Taylor & Zappi","Zappi, DC","2014","Zappi, DC","CFCR11258","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00080981",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"leiocarpus","05",NA,NA,"19014","auto",NA,NA,NA,NA
"1092","2019-11-13 11:15:21-03","USP","SPF","178053","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","montanum","Oxypetalum montanum","Mart. & Zucc.","Farinaccio, MA","2006","Simões, AO","1101","2001","02","13",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Liana, látex branco, flores esverdeadas, corona branca, apêndices estigmáticos arroxeados. Em afloramento.","SPF00178053",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1093","2019-11-13 11:22:41-03","USP","SPF","185938","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra","Benth.","Anônimo",NA,"Anderson, WR","35773","1972","02","10",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00185938",NA,"-43.3067016601562","-18.465799331665",NA,NA,"2250","2250",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
