"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus"
"329","2019-12-19 16:20:34-03","UFMG","BHCB-SL","90384","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Cyathea","bipinnatifida","Cyathea bipinnatifida","(Baker) Domin","Salino, A; Mota, NFO; Viana, PL; Almeida, TE; Santos, FMG","Brasil","Minas Gerais","Felicio dos Santos","-43.287139","-18.196694",NA,NA,"Arborescente com 1m de altura, na margem de riacho em fundo de vale encaixado, na mata.",NA,"9955","2004","10","30","América","APA Felíco","-43.287139","-18.196694","1150","1350",NA,"BHCB000647","BHCB000647","Salino, A","2004","11",NA,NA,NA
"330","2019-11-07 11:15:53-03","UFMG","BHCB-SL","90405","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felicio dos Santos","-43.284778","-18.210389",NA,NA,NA,NA,"9976","2004","10","31","América","APA Felíco","-43.284778","-18.210389","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"331","2019-11-07 11:15:53-03","UFMG","BHCB-SL","90349","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Cyathea","delgadii","Cyathea delgadii","Sternb.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,NA,NA,"9920","2004","10","30","América","APA Felício","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"332","2019-11-07 11:15:57-03","UFMG","BHCB-SL","90336","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Cyathea","phalerata","Cyathea phalerata","Mart.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,NA,NA,"9907","2004","10","30","América","APA Felício","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2005","06",NA,NA,NA
"333","2019-11-07 11:15:57-03","UFMG","BHCB-SL","90420","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Cyathea","phalerata","Cyathea phalerata","Mart.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288278","-18.186361",NA,NA,NA,NA,"9991","2004","09","01","América","APA Felício","-43.288278","-18.186361","1150","1350",NA,NA,NA,"Salino, A","2005","06",NA,NA,NA
"334","2019-11-07 11:16:03-03","UFMG","BHCB-SL","90379","PreservedSpecimen","Plantae",NA,NA,NA,"Cyatheaceae","Cyathea","uleana","Cyathea uleana","(Samp.) Lehnert","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,NA,NA,"9950","2004","10","30","América","APA Felício","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"335","2019-11-07 11:19:42-03","UFMG","BHCB-SL","90430","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J.Sm.","Salino, A","Brasil","Minas Gerais","Felício dos Santos","-43.488967","-18.191556",NA,NA,"Rupícola em afloramento rochoso em mata seca",NA,"10001","2004","11","01","América","APA Felício.","-43.488967","-18.191556","1150","1350",NA,NA,NA,"Salino, A","2001","06",NA,NA,NA
"336","2019-11-07 11:19:46-03","UFMG","BHCB-SL","90404","PreservedSpecimen","Plantae",NA,NA,NA,"Pteridaceae","Doryopteris","ornithopus","Doryopteris ornithopus","(Hook. & Baker) J.Sm.","Salino, A","Brasil","Minas Gerais","Felício dos Santos","-43.479939","-18.210389",NA,NA,"Terrestre no campo rupestre.",NA,"9975","2004","10","31","América","APA Felício.","-43.479939","-18.210389","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"337","2019-11-07 11:16:19-03","UFMG","BHCB-SL","90337","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","burchellii","Elaphoglossum burchellii","(Baker) C.Chr.","Salino, A; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em Mata de Vale encaixado.",NA,"9908","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Melo, LCN","2009","10",NA,NA,NA
"338","2020-02-11 18:25:41-03","UFMG","BHCB-SL","90323","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","gardnerianum","Elaphoglossum gardnerianum","(Kunze ex Fée) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288028","-18.191556",NA,NA,"Rupícola.; Em mata entre afloramentos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9894","2004","10","29","América","APA Felício dos Santos., Região da Mata do Isidoro.Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.","-43.288028","-18.191556","1150","1350",NA,"BHCB048764",NA,"Melo, LCN","2009","10",NA,NA,NA
"339","2019-11-07 11:16:23-03","UFMG","BHCB-SL","90402","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","glabellum","Elaphoglossum glabellum","J.Sm.","Salino, A; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.284778","-18.210389",NA,NA,"Rupícola em Mata de Galeria.",NA,"9973","2004","10","31","América","APA Felício dos Santos., Região da Mata do Isidoro.Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.284778","-18.210389","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"340","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90330","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em Mata de Vale encaixado.",NA,"9901","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro.Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.Área com diversas formações campestres.Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Melo, LCN","2008","09",NA,NA,NA
"341","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90364","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","hybridum","Elaphoglossum hybridum","(Bory) Brack.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em capão de mata.",NA,"9935","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Melo, LCN","2008","09",NA,NA,NA
"342","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90313","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","hymenodiastrum","Elaphoglossum hymenodiastrum","(Fée) Brade","Salino, A; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.288028","-18.191556",NA,NA,"Terrestre; mata entre afloramentos.",NA,"9884","2004","10","29","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.288028","-18.191556","1150","1350",NA,NA,NA,"Melo, LCN","2011","06",NA,NA,NA
"343","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90338","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","hymenodiastrum","Elaphoglossum hymenodiastrum","(Fée) Brade","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em Mata de Vale encaixado.",NA,"9909","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, mata de galeria e capões de mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Melo, LCN","2011","06",NA,NA,NA
"344","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90376","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","hymenodiastrum","Elaphoglossum hymenodiastrum","(Fée) Brade","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em capão de mata.",NA,"9947","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Melo, LCN","2011","06",NA,NA,NA
"345","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90422","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288278","-18.186361",NA,NA,"Terrestre em mata periodicamente inundável.",NA,"9993","2004","11","01","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.288278","-18.186361","1150","1350",NA,NA,NA,"Melo, LCN","2010","03",NA,NA,NA
"346","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90427","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288278","-18.186361",NA,NA,"Rupícola em mata.",NA,"9998","2004","11","01","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.288278","-18.186361","1150","1350",NA,NA,NA,"Melo, LCN","2010","03",NA,NA,NA
"347","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90385","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","langsdorffii","Elaphoglossum langsdorffii","(Hook. & Grev.) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felicio dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em capão de mata.",NA,"9956","2004","10","30","América","APA Felício, região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"348","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90352","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","lingua","Elaphoglossum lingua","(C.Presl) Brack.","Salino, A; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em Mata de Vale encaixado.",NA,"9923","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"349","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90371","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","luridum","Elaphoglossum luridum","(Fée) Christ","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola na mata, a margem de riacho em fundo de vale.",NA,"9942","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"350","2019-11-07 11:16:27-03","UFMG","BHCB-SL","90375","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","luridum","Elaphoglossum luridum","(Fée) Christ","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em capão de mata.",NA,"9946","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Melo, LCN","2009","10",NA,NA,NA
"351","2019-12-19 16:20:41-03","UFMG","BHCB-SL","90316","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288028","-18.191556",NA,NA,"Rupícola.; Em mata entre afloramentos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9887","2004","10","29","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.","-43.288028","-18.191556","1150","1350",NA,"BHCB048829",NA,"Salino, A","2005","06",NA,NA,NA
"352","2019-12-19 16:20:41-03","UFMG","BHCB-SL","90423","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288278","-18.186361",NA,NA,"Epífita.; A 0,5m de altura, em mata periodicamente inundável. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9994","2004","11","01","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.","-43.288278","-18.186361","1150","1350",NA,"BHCB048841",NA,"Salino, A","2005","06",NA,NA,NA
"353","2019-12-19 16:20:41-03","UFMG","BHCB-SL","90333","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola.; Em Mata de Vale encaixado. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9904","2004","10","30","América","APA Felício, Região da Mata do Isidoro Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.","-43.287139","-18.196694","1150","1350",NA,"BHCB049402",NA,"Salino, A",NA,NA,NA,NA,NA
"354","2019-11-07 11:16:31-03","UFMG","BHCB-SL","90380","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","pachydermum","Elaphoglossum pachydermum","(Fée) T.Moore","Salino, A; et al.","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Terrestre na mata, em fundo de vale.",NA,"9951","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Melo, LCN","2009","05",NA,NA,NA
"355","2019-12-19 16:20:41-03","UFMG","BHCB-SL","90320","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288028","-18.191556",NA,NA,"Rupícola.; Em mata entre afloramentos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9891","2004",NA,NA,"América","APA Felício, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.","-43.288028","-18.191556","1150","1350",NA,"BHCB049413",NA,"Salino, A",NA,NA,NA,NA,NA
"356","2019-12-19 16:20:41-03","UFMG","BHCB-SL","90347","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","plumosum","Elaphoglossum plumosum","(Fée) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola.; Em Mata de Vale encaixado. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9918","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.","-43.287139","-18.196694","1150","1350",NA,"BHCB048864",NA,"Salino, A","2004","11",NA,NA,NA
"357","2019-12-19 16:20:42-03","UFMG","BHCB-SL","139582","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","scalpellum","Elaphoglossum scalpellum","T.Moore","Almeida, TE; Echternacht, LA; Bastos, TV; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.262472","-18.227972",NA,NA,"Erva terrestre e; Em barranco, no campo rupestre",NA,"2298","2010","04","03","América","APA Felício., Caminho para a Cachoeira do Sumidouro. Campo rupestre","-43.262472","-18.227972","1366","1366",NA,"BHCB049450",NA,"Salino, A",NA,NA,NA,NA,NA
"358","2019-11-07 11:16:36-03","UFMG","BHCB-SL","90408","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","scalpellum","Elaphoglossum scalpellum","T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.284778","-18.210389",NA,NA,"Terrestre na borda de Mata de Galeria.",NA,"9979","2004","10","31","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.284778","-18.210389","1150","1350",NA,NA,NA,"Salino, A","2005","06",NA,NA,NA
"359","2019-12-19 16:20:42-03","UFMG","BHCB-SL","90324","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","strictum","Elaphoglossum strictum","(Raddi) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288028","-18.191556",NA,NA,"Rupícola.; Em mata entre afloramentos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9895","2004","10","29","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Imãos.","-43.288028","-18.191556","1150","1350",NA,"BHCB048889",NA,"Salino, A","2005","06",NA,NA,NA
"360","2019-12-19 16:20:47-03","UFMG","BHCB-SL","90312","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287803","-18.191389",NA,NA,"Terrestre.; Mta entre afloramentos.",NA,"9883","2004","10","29","América","APA Felício dos Santos, Região da Mata do Isidoro","-43.287803","-18.191389","1150","1350",NA,"BHCB048993",NA,"Salino, A",NA,NA,NA,NA,NA
"361","2019-12-19 16:20:47-03","UFMG","BHCB-SL","90365","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola.; Em capão de mata. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9936","2004","10","30","América","APA Felício dos Santos., Região da Mata do isidoro. Entorno do Parque Esadual do RIo Preto, nas proximidades do Pico Dois Irmãos.","-43.287139","-18.196694","1150","1350",NA,"BHCB048977",NA,"Salino, A","2005","06",NA,NA,NA
"362","2019-12-19 16:20:47-03","UFMG","BHCB-SL","90428","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","tectum","Elaphoglossum tectum","(Humb. & Bonpl. ex Willd.) T.Moore","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288278","-18.186361",NA,NA,"Rupícola.; Em mata. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.",NA,"9999","2004","11","01","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.","-43.288278","-18.186361","1150","1350",NA,"BHCB048960",NA,"Salino, A","2005","06",NA,NA,NA
"363","2019-11-07 11:16:40-03","UFMG","BHCB-SL","90331","PreservedSpecimen","Plantae",NA,NA,NA,"Dryopteridaceae","Elaphoglossum","vagans","Elaphoglossum vagans","(Mett.) Hieron.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em Mata de Vale encaixado.",NA,"9902","2004","10","30","América","APA Felício dos Santos., Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico DOis Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2005","06",NA,NA,NA
"364","2019-11-07 11:17:19-03","UFMG","BHCB-SL","90346","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em Mata de Vale encaixado.",NA,"9917","2004","10","30","América","APA Felício, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"365","2020-03-04 20:43:19-03","UFMG","BHCB-SL","90358","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Hymenophyllum","fragile","Hymenophyllum fragile","(Hedw.) C.V.Morton","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em mata, a margem de riacho de fundo de vale.",NA,"9929","2004","10","30","América","APA Felício, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,"BHCB001792",NA,"Salino, A","2004","11",NA,NA,NA
"366","2019-11-07 11:17:22-03","UFMG","BHCB-SL","90345","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Hymenophyllum","hirsutum","Hymenophyllum hirsutum","(L.) Sw.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola em Mata de Vale encaixado.",NA,"9916","2004","10","30","América","APA Felício, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
"367","2019-11-07 11:17:22-03","UFMG","BHCB-SL","90414","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Hymenophyllum","hirsutum","Hymenophyllum hirsutum","(L.) Sw.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.284778","-18.210389",NA,NA,"Rupícola em Mata de Galeria.",NA,"9985","2004","10","31","América","APA Felício, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Áreas com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.284778","-18.210389","1150","1350",NA,NA,NA,"Salino, A","2005","06",NA,NA,NA
"368","2019-11-07 11:17:22-03","UFMG","BHCB-SL","90367","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Hymenophyllum","plumosum","Hymenophyllum plumosum","Kaulf.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.287139","-18.196694",NA,NA,"Rupícola e perndente em capão de mata.",NA,"9938","2004","10","30","América","APA Felício, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Áreas com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.287139","-18.196694","1150","1350",NA,NA,NA,"Salino, A","2005","06",NA,NA,NA
"369","2019-11-07 11:17:26-03","UFMG","BHCB-SL","90325","PreservedSpecimen","Plantae",NA,NA,NA,"Hymenophyllaceae","Hymenophyllum","polyanthos","Hymenophyllum polyanthos","(Sw.) Sw.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","Brasil","Minas Gerais","Felício dos Santos","-43.288028","-18.191556",NA,NA,"Epífita em mata entre afloramentos.",NA,"9896","2004","10","29","América","APA Felício, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","-43.288028","-18.191556","1150","1350",NA,NA,NA,"Salino, A","2004","11",NA,NA,NA
